,head id,head name,tail id,tail name,link type,relation name,relation value,entry1,entry2,pathway
0,gl:G00094,gl:G00094,gl:G00097,gl:G00097,reaction,rn:R05964,reversible,38,28,hsa00603
1,gl:G00095,gl:G00095,gl:G00094,gl:G00094,reaction,rn:R05966,reversible,48,38,hsa00603
2,gl:G00092,gl:G00092,gl:G00093,gl:G00093,reaction,rn:R05960,reversible,50,49,hsa00603
3,gl:G00094,gl:G00094,gl:G00093,gl:G00093,reaction,rn:R05963,reversible,38,49,hsa00603
4,gl:G00097,gl:G00097,gl:G00098,gl:G00098,reaction,rn:R05967,reversible,28,27,hsa00603
5,gl:G00103,gl:G00103,gl:G00104,gl:G00104,reaction,rn:R05904,reversible,30,29,hsa00603
6,gl:G00097,gl:G00097,gl:G00099,gl:G00099,reaction,rn:R05968,reversible,28,24,hsa00603
7,gl:G00093,gl:G00093,gl:G00092,gl:G00092,reaction,rn:R05961,reversible,49,50,hsa00603
8,gl:G00093,gl:G00093,gl:G00094,gl:G00094,reaction,rn:R05962,reversible,49,38,hsa00603
9,gl:G00094,gl:G00094,gl:G00095,gl:G00095,reaction,rn:R05965,reversible,38,48,hsa00603
10,gl:G00097,gl:G00097,gl:G00099,gl:G00099,reaction,rn:R05968,reversible,28,24,hsa00603
11,gl:G00094,gl:G00094,gl:G00095,gl:G00095,reaction,rn:R05965,reversible,38,48,hsa00603
12,gl:G00094,gl:G00094,gl:G00097,gl:G00097,reaction,rn:R05964,reversible,38,28,hsa00603
13,gl:G00092,gl:G00092,gl:G00093,gl:G00093,reaction,rn:R05960,reversible,50,49,hsa00603
14,gl:G00097,gl:G00097,gl:G00098,gl:G00098,reaction,rn:R05967,reversible,28,27,hsa00603
15,gl:G00093,gl:G00093,gl:G00094,gl:G00094,reaction,rn:R05962,reversible,49,38,hsa00603
16,gl:G00103,gl:G00103,gl:G00104,gl:G00104,reaction,rn:R05904,reversible,30,29,hsa00603
17,gl:G00092,gl:G00092,gl:G00403,gl:G00403,reaction,rn:R11320,reversible,50,68,hsa00603
18,gl:G00403,gl:G00403,gl:G00392,gl:G00392,reaction,rn:R11321,reversible,68,72,hsa00603
19,gl:G00392,gl:G00392,gl:G02977,gl:G02977,reaction,rn:R11322,reversible,72,74,hsa00603
20,gl:G00403,gl:G00403,gl:G00392,gl:G00392,reaction,rn:R11321,reversible,68,72,hsa00603
21,gl:G00392,gl:G00392,gl:G02977,gl:G02977,reaction,rn:R11322,reversible,72,74,hsa00603
22,gl:G00092,gl:G00092,gl:G00403,gl:G00403,reaction,rn:R11320,reversible,50,68,hsa00603
23,gl:G00094,gl:G00094,gl:G11492,gl:G11492,reaction,rn:R11376,reversible,38,86,hsa00603
24,gl:G11492,gl:G11492,gl:G13080,gl:G13080,reaction,rn:R11379,reversible,86,88,hsa00603
25,gl:G13080,gl:G13080,gl:G13081,gl:G13081,reaction,rn:R11377,reversible,88,91,hsa00603
26,gl:G11492,gl:G11492,gl:G13080,gl:G13080,reaction,rn:R11379,reversible,86,88,hsa00603
27,gl:G13080,gl:G13080,gl:G13081,gl:G13081,reaction,rn:R11377,reversible,88,91,hsa00603
