,entry1,entry2,link,value,name,pathway
0,180,149,maplink,130,compound,hsa00270
1,158,154,maplink,152,compound,hsa00270
2,179,285,ECrel,172,compound,hsa00270
3,94,220,maplink,136,compound,hsa00270
4,94,218,maplink,136,compound,hsa00270
5,94,182,ECrel,136,compound,hsa00270
6,94,194,ECrel,136,compound,hsa00270
7,94,199,ECrel,136,compound,hsa00270
8,220,218,maplink,136,compound,hsa00270
9,220,182,maplink,136,compound,hsa00270
10,220,195,maplink,136,compound,hsa00270
11,220,194,maplink,136,compound,hsa00270
12,220,199,maplink,136,compound,hsa00270
13,218,182,maplink,136,compound,hsa00270
14,218,195,maplink,136,compound,hsa00270
15,218,194,maplink,136,compound,hsa00270
16,218,199,maplink,136,compound,hsa00270
17,182,195,ECrel,136,compound,hsa00270
18,182,194,ECrel,136,compound,hsa00270
19,182,199,ECrel,136,compound,hsa00270
20,195,199,ECrel,136,compound,hsa00270
21,194,199,ECrel,136,compound,hsa00270
22,198,194,ECrel,188,compound,hsa00270
23,198,195,ECrel,188,compound,hsa00270
24,199,198,ECrel,197,compound,hsa00270
25,199,202,ECrel,197,compound,hsa00270
26,198,202,ECrel,197,compound,hsa00270
27,198,241,maplink,240,compound,hsa00270
28,185,204,maplink,183,compound,hsa00270
29,185,182,ECrel,183,compound,hsa00270
30,204,182,maplink,183,compound,hsa00270
31,96,94,ECrel,117,compound,hsa00270
32,98,94,ECrel,117,compound,hsa00270
33,222,96,maplink,114,compound,hsa00270
34,93,100,maplink,115,compound,hsa00270
35,93,97,maplink,115,compound,hsa00270
36,93,107,maplink,115,compound,hsa00270
37,93,102,maplink,115,compound,hsa00270
38,93,98,maplink,115,compound,hsa00270
39,93,96,maplink,115,compound,hsa00270
40,93,222,maplink,115,compound,hsa00270
41,100,102,ECrel,115,compound,hsa00270
42,100,98,ECrel,115,compound,hsa00270
43,100,96,ECrel,115,compound,hsa00270
44,100,222,maplink,115,compound,hsa00270
45,97,102,ECrel,115,compound,hsa00270
46,97,98,ECrel,115,compound,hsa00270
47,97,96,ECrel,115,compound,hsa00270
48,97,222,maplink,115,compound,hsa00270
49,107,102,ECrel,115,compound,hsa00270
50,107,98,ECrel,115,compound,hsa00270
51,107,96,ECrel,115,compound,hsa00270
52,107,222,maplink,115,compound,hsa00270
53,102,98,ECrel,115,compound,hsa00270
54,102,96,ECrel,115,compound,hsa00270
55,102,222,maplink,115,compound,hsa00270
56,98,222,maplink,115,compound,hsa00270
57,96,222,maplink,115,compound,hsa00270
58,97,78,ECrel,116,compound,hsa00270
59,97,106,ECrel,116,compound,hsa00270
60,97,101,ECrel,116,compound,hsa00270
61,107,78,ECrel,116,compound,hsa00270
62,107,106,ECrel,116,compound,hsa00270
63,107,101,ECrel,116,compound,hsa00270
64,100,78,ECrel,116,compound,hsa00270
65,100,106,ECrel,116,compound,hsa00270
66,100,101,ECrel,116,compound,hsa00270
67,78,101,ECrel,116,compound,hsa00270
68,106,101,ECrel,116,compound,hsa00270
69,102,103,ECrel,118,compound,hsa00270
70,101,103,ECrel,119,compound,hsa00270
71,101,90,ECrel,119,compound,hsa00270
72,103,90,ECrel,119,compound,hsa00270
73,90,89,ECrel,76,compound,hsa00270
74,89,86,ECrel,75,compound,hsa00270
75,84,86,ECrel,73,compound,hsa00270
76,83,84,ECrel,72,compound,hsa00270
77,83,129,ECrel,71,compound,hsa00270
78,80,81,ECrel,69,compound,hsa00270
79,80,129,ECrel,69,compound,hsa00270
80,81,129,ECrel,69,compound,hsa00270
81,78,80,ECrel,121,compound,hsa00270
82,106,80,ECrel,121,compound,hsa00270
83,90,242,ECrel,76,compound,hsa00270
84,242,86,ECrel,75,compound,hsa00270
85,94,243,maplink,113,compound,hsa00270
86,158,253,ECrel,159,compound,hsa00270
87,94,269,maplink,113,compound,hsa00270
88,94,268,maplink,113,compound,hsa00270
89,94,260,ECrel,113,compound,hsa00270
90,94,261,ECrel,113,compound,hsa00270
91,260,268,maplink,113,compound,hsa00270
92,260,243,maplink,113,compound,hsa00270
93,260,269,maplink,113,compound,hsa00270
94,261,268,maplink,113,compound,hsa00270
95,261,243,maplink,113,compound,hsa00270
96,261,269,maplink,113,compound,hsa00270
97,260,262,ECrel,259,compound,hsa00270
98,261,262,ECrel,259,compound,hsa00270
99,262,265,ECrel,264,compound,hsa00270
100,243,268,maplink,113,compound,hsa00270
101,243,269,maplink,113,compound,hsa00270
102,268,269,maplink,113,compound,hsa00270
103,3,290,maplink,292,compound,hsa00270
104,291,290,ECrel,293,compound,hsa00270
105,106,78,ECrel,116,compound,hsa00270
