,entry1,entry2,link,value,name,pathway
0,67,85,maplink,70,compound,hsa00900
1,85,86,ECrel,71,compound,hsa00900
2,67,86,maplink,70,compound,hsa00900
3,86,89,ECrel,90,compound,hsa00900
4,89,84,ECrel,91,compound,hsa00900
5,84,115,ECrel,92,compound,hsa00900
6,115,114,ECrel,93,compound,hsa00900
7,114,112,ECrel,95,compound,hsa00900
8,114,117,ECrel,95,compound,hsa00900
9,114,119,ECrel,95,compound,hsa00900
10,112,117,ECrel,95,compound,hsa00900
11,112,119,ECrel,95,compound,hsa00900
12,117,119,ECrel,95,compound,hsa00900
13,117,119,ECrel,98,compound,hsa00900
14,117,121,maplink,98,compound,hsa00900
15,119,121,maplink,98,compound,hsa00900
16,119,130,ECrel,103,compound,hsa00900
17,119,125,maplink,103,compound,hsa00900
18,119,126,maplink,103,compound,hsa00900
19,130,125,maplink,103,compound,hsa00900
20,130,126,maplink,103,compound,hsa00900
21,125,126,maplink,103,compound,hsa00900
22,130,127,maplink,108,compound,hsa00900
23,130,128,maplink,108,compound,hsa00900
24,127,128,maplink,108,compound,hsa00900
25,119,133,ECrel,103,compound,hsa00900
26,133,130,ECrel,103,compound,hsa00900
27,133,134,ECrel,103,compound,hsa00900
28,133,125,maplink,103,compound,hsa00900
29,133,126,maplink,103,compound,hsa00900
30,119,134,ECrel,103,compound,hsa00900
31,130,134,ECrel,103,compound,hsa00900
32,134,125,maplink,103,compound,hsa00900
33,134,126,maplink,103,compound,hsa00900
34,125,150,maplink,103,compound,hsa00900
35,119,150,ECrel,103,compound,hsa00900
36,150,126,maplink,103,compound,hsa00900
37,150,133,ECrel,103,compound,hsa00900
38,150,130,ECrel,103,compound,hsa00900
39,150,134,ECrel,103,compound,hsa00900
40,152,170,ECrel,160,compound,hsa00900
41,152,151,ECrel,160,compound,hsa00900
42,170,150,ECrel,166,compound,hsa00900
43,151,150,ECrel,166,compound,hsa00900
44,117,112,ECrel,96,compound,hsa00900
45,134,129,maplink,102,compound,hsa00900
46,112,140,maplink,96,compound,hsa00900
47,117,140,maplink,96,compound,hsa00900
48,125,173,maplink,103,compound,hsa00900
49,119,173,maplink,103,compound,hsa00900
50,130,173,maplink,103,compound,hsa00900
51,134,173,maplink,103,compound,hsa00900
52,133,173,maplink,103,compound,hsa00900
53,126,173,maplink,103,compound,hsa00900
54,150,173,maplink,103,compound,hsa00900
55,180,130,maplink,108,compound,hsa00900
56,180,128,maplink,108,compound,hsa00900
57,180,127,maplink,108,compound,hsa00900
