,entry1,entry2,link,value,name,pathway
0,133,131,PCrel,---,binding/association,hsa04976
1,131,294,PCrel,---,binding/association,hsa04976
2,213,211,PCrel,---,binding/association,hsa04976
3,211,296,PCrel,---,binding/association,hsa04976
4,131,170,GErel,-->,expression,hsa04976
5,131,125,GErel,-->,expression,hsa04976
6,131,126,GErel,-->,expression,hsa04976
7,211,148,GErel,-->,expression,hsa04976
8,211,327,GErel,-->,expression,hsa04976
9,87,105,PCrel,-->,activation,hsa04976
10,105,106,PCrel,-->,activation,hsa04976
11,106,91,PCrel,-->,activation,hsa04976
12,91,119,PCrel,-->,activation,hsa04976
13,119,86,PCrel,-->,activation,hsa04976
14,170,130,GErel,--|,repression,hsa04976
15,170,122,GErel,--|,repression,hsa04976
16,170,124,GErel,--|,repression,hsa04976
17,326,87,PPrel,-->,activation,hsa04976
