,head id,head name,tail id,tail name,link type,relation name,relation value,entry1,entry2,pathway
0,cpd:C00925,cpd:C00925,cpd:C00925,cpd:C00925,reaction,rn:R07811,reversible,48,48,hsa00531
1,cpd:C00925,cpd:C00925,gl:G13034,gl:G13034,reaction,rn:R07811,reversible,48,35,hsa00531
2,cpd:C00925,cpd:C00925,gl:G13034,gl:G13034,reaction,rn:R07811,irreversible,48,35,hsa00531
3,gl:G13073,gl:G13073,gl:G13074,gl:G13074,reaction,rn:R07808,irreversible,24,23,hsa00531
4,gl:G13041,gl:G13041,gl:G13042,gl:G13042,reaction,rn:R07821,irreversible,40,39,hsa00531
5,gl:G13034,gl:G13034,gl:G13035,gl:G13035,reaction,rn:R07812,irreversible,35,34,hsa00531
6,gl:G01945,gl:G01945,gl:G01977,gl:G01977,reaction,rn:R07806,irreversible,26,25,hsa00531
7,gl:G13042,gl:G13042,gl:G12336,gl:G12336,reaction,rn:R07822,irreversible,39,38,hsa00531
8,gl:G13035,gl:G13035,gl:G13036,gl:G13036,reaction,rn:R07813,irreversible,34,33,hsa00531
9,gl:G12336,gl:G12336,gl:G13043,gl:G13043,reaction,rn:R07823,irreversible,38,37,hsa00531
10,gl:G13036,gl:G13036,gl:G13037,gl:G13037,reaction,rn:R07814,irreversible,33,32,hsa00531
11,gl:G01977,gl:G01977,gl:G13073,gl:G13073,reaction,rn:R07807,irreversible,25,24,hsa00531
12,gl:G13043,gl:G13043,gl:G00872,gl:G00872,reaction,rn:R07824,irreversible,37,36,hsa00531
13,gl:G13037,gl:G13037,gl:G13038,gl:G13038,reaction,rn:R07815,irreversible,32,31,hsa00531
14,gl:G13073,gl:G13073,gl:G01391,gl:G01391,reaction,rn:R07810,irreversible,24,22,hsa00531
15,gl:G12336,gl:G12336,gl:G00872,gl:G00872,reaction,rn:R07825,irreversible,38,36,hsa00531
16,gl:G13038,gl:G13038,gl:G13039,gl:G13039,reaction,rn:R07816,irreversible,31,30,hsa00531
17,gl:G13074,gl:G13074,gl:G01391,gl:G01391,reaction,rn:R07809,irreversible,23,22,hsa00531
18,gl:G13040,gl:G13040,gl:G09660,gl:G09660,reaction,rn:R07818,irreversible,29,28,hsa00531
19,gl:G09660,gl:G09660,gl:G02632,gl:G02632,reaction,rn:R07819,irreversible,28,27,hsa00531
20,gl:G13043,gl:G13043,gl:G00872,gl:G00872,reaction,rn:R07824,irreversible,37,36,hsa00531
21,gl:G12336,gl:G12336,gl:G13043,gl:G13043,reaction,rn:R07823,irreversible,38,37,hsa00531
22,gl:G13043,gl:G13043,gl:G00872,gl:G00872,reaction,rn:R07824,irreversible,37,36,hsa00531
23,gl:G13041,gl:G13041,gl:G13042,gl:G13042,reaction,rn:R07821,irreversible,40,39,hsa00531
24,gl:G13042,gl:G13042,gl:G12336,gl:G12336,reaction,rn:R07822,irreversible,39,38,hsa00531
25,gl:G13038,gl:G13038,gl:G13039,gl:G13039,reaction,rn:R07816,irreversible,31,30,hsa00531
26,gl:G13040,gl:G13040,gl:G09660,gl:G09660,reaction,rn:R07818,irreversible,29,28,hsa00531
27,gl:G13034,gl:G13034,gl:G13035,gl:G13035,reaction,rn:R07812,irreversible,35,34,hsa00531
28,gl:G13035,gl:G13035,gl:G13036,gl:G13036,reaction,rn:R07813,irreversible,34,33,hsa00531
29,cpd:C00925,cpd:C00925,gl:G13034,gl:G13034,reaction,rn:R07811,irreversible,48,35,hsa00531
30,gl:G13036,gl:G13036,gl:G13037,gl:G13037,reaction,rn:R07814,irreversible,33,32,hsa00531
31,gl:G13074,gl:G13074,gl:G01391,gl:G01391,reaction,rn:R07809,irreversible,23,22,hsa00531
32,gl:G13073,gl:G13073,gl:G13074,gl:G13074,reaction,rn:R07808,irreversible,24,23,hsa00531
33,gl:G01945,gl:G01945,gl:G01977,gl:G01977,reaction,rn:R07806,irreversible,26,25,hsa00531
34,gl:G01977,gl:G01977,gl:G13073,gl:G13073,reaction,rn:R07807,irreversible,25,24,hsa00531
35,gl:G10505,gl:G10505,gl:G00526,gl:G00526,reaction,rn:R10905,irreversible,176,179,hsa00531
36,gl:G00526,gl:G00526,gl:G00711,gl:G00711,reaction,rn:R10830,irreversible,179,182,hsa00531
37,gl:G00526,gl:G00526,gl:G00711,gl:G00711,reaction,rn:R10830,irreversible,179,182,hsa00531
