,head id,head name,tail id,tail name,link type,relation name,relation value,entry1,entry2,pathway
0,cpd:C05729,cpd:C05729,cpd:C00037,cpd:C00037,reaction,rn:R04951,irreversible,81,82,hsa00480
1,cpd:C05729,cpd:C05729,cpd:C05726,cpd:C05726,reaction,rn:R04951,irreversible,81,83,hsa00480
2,cpd:C02320,cpd:C02320,cpd:C05729,cpd:C05729,reaction,rn:R03916,irreversible,78,81,hsa00480
3,cpd:C02320,cpd:C02320,cpd:C00025,cpd:C00025,reaction,rn:R03916,irreversible,78,80,hsa00480
4,cpd:C00051,cpd:C00051,cpd:C00127,cpd:C00127,reaction,rn:R00274,irreversible,71,74,hsa00480
5,cpd:C00051,cpd:C00051,cpd:C00127,cpd:C00127,reaction,rn:R03167,irreversible,71,74,hsa00480
6,cpd:C00051,cpd:C00051,cpd:C00127,cpd:C00127,reaction,rn:R03915 rn:R02824,irreversible,71,74,hsa00480
7,cpd:C00006,cpd:C00006,cpd:C00005,cpd:C00005,reaction,rn:R02736,irreversible,76,75,hsa00480
8,cpd:C00006,cpd:C00006,cpd:C00005,cpd:C00005,reaction,rn:R00267,irreversible,76,75,hsa00480
9,cpd:C00005,cpd:C00005,cpd:C00006,cpd:C00006,reaction,rn:R00115,irreversible,75,76,hsa00480
10,cpd:C00005,cpd:C00005,cpd:C00051,cpd:C00051,reaction,rn:R00115,irreversible,75,71,hsa00480
11,cpd:C00127,cpd:C00127,cpd:C00006,cpd:C00006,reaction,rn:R00115,irreversible,74,76,hsa00480
12,cpd:C00127,cpd:C00127,cpd:C00051,cpd:C00051,reaction,rn:R00115,irreversible,74,71,hsa00480
13,cpd:C00037,cpd:C00037,cpd:C00051,cpd:C00051,reaction,rn:R00497,irreversible,68,71,hsa00480
14,cpd:C00669,cpd:C00669,cpd:C00051,cpd:C00051,reaction,rn:R00497,irreversible,72,71,hsa00480
15,cpd:C00097,cpd:C00097,cpd:C00669,cpd:C00669,reaction,rn:R00894,irreversible,66,72,hsa00480
16,cpd:C00025,cpd:C00025,cpd:C00669,cpd:C00669,reaction,rn:R00894,irreversible,67,72,hsa00480
17,cpd:C00051,cpd:C00051,cpd:C00025,cpd:C00025,reaction,rn:R00494,irreversible,71,67,hsa00480
18,cpd:C00051,cpd:C00051,cpd:C01419,cpd:C01419,reaction,rn:R00494,irreversible,71,69,hsa00480
19,cpd:C01419,cpd:C01419,cpd:C00037,cpd:C00037,reaction,rn:R00899,irreversible,69,68,hsa00480
20,cpd:C01419,cpd:C01419,cpd:C00097,cpd:C00097,reaction,rn:R00899,irreversible,69,66,hsa00480
21,cpd:C01879,cpd:C01879,cpd:C00025,cpd:C00025,reaction,rn:R00251,irreversible,65,67,hsa00480
22,cpd:C00669,cpd:C00669,cpd:C00097,cpd:C00097,reaction,rn:R02743,irreversible,72,66,hsa00480
23,cpd:C00669,cpd:C00669,cpd:C01879,cpd:C01879,reaction,rn:R02743,irreversible,72,65,hsa00480
24,cpd:C00151,cpd:C00151,cpd:C03740,cpd:C03740,reaction,rn:R01262,irreversible,64,70,hsa00480
25,cpd:C00151,cpd:C00151,cpd:C01419,cpd:C01419,reaction,rn:R01262,irreversible,64,69,hsa00480
26,cpd:C00051,cpd:C00051,cpd:C03740,cpd:C03740,reaction,rn:R01262,irreversible,71,70,hsa00480
27,cpd:C00051,cpd:C00051,cpd:C01419,cpd:C01419,reaction,rn:R01262,irreversible,71,69,hsa00480
28,cpd:C03740,cpd:C03740,cpd:C00151,cpd:C00151,reaction,rn:R03749,irreversible,70,64,hsa00480
29,cpd:C03740,cpd:C03740,cpd:C01879,cpd:C01879,reaction,rn:R03749,irreversible,70,65,hsa00480
30,cpd:C00024,cpd:C00024,cpd:C05727,cpd:C05727,reaction,rn:R04950,irreversible,5,84,hsa00480
31,cpd:C05726,cpd:C05726,cpd:C05727,cpd:C05727,reaction,rn:R04950,irreversible,83,84,hsa00480
32,cpd:C00051,cpd:C00051,cpd:C02320,cpd:C02320,reaction,rn:R03522,irreversible,71,78,hsa00480
33,cpd:C01322,cpd:C01322,cpd:C02320,cpd:C02320,reaction,rn:R03522,irreversible,77,78,hsa00480
34,cpd:C00006,cpd:C00006,cpd:C00005,cpd:C00005,reaction,rn:R01528,irreversible,76,75,hsa00480
35,cpd:C00077,cpd:C00077,cpd:C00134,cpd:C00134,reaction,rn:R00670,irreversible,100,101,hsa00480
36,cpd:C00134,cpd:C00134,cpd:C00315,cpd:C00315,reaction,rn:R01920,irreversible,101,102,hsa00480
37,cpd:C00315,cpd:C00315,cpd:C00750,cpd:C00750,reaction,rn:R02869,irreversible,102,125,hsa00480
38,cpd:C01672,cpd:C01672,cpd:C16565,cpd:C16565,reaction,rn:R08359,irreversible,134,135,hsa00480
39,cpd:C16663,cpd:C16663,cpd:C16664,cpd:C16664,reaction,rn:R08363,irreversible,123,122,hsa00480
40,cpd:C02090,cpd:C02090,cpd:C03170,cpd:C03170,reaction,rn:R08364,irreversible,109,110,hsa00480
41,cpd:C01419,cpd:C01419,cpd:C00037,cpd:C00037,reaction,rn:R00899,irreversible,69,68,hsa00480
42,cpd:C01419,cpd:C01419,cpd:C00097,cpd:C00097,reaction,rn:R00899,irreversible,69,66,hsa00480
43,cpd:C05729,cpd:C05729,cpd:C00037,cpd:C00037,reaction,rn:R04951,irreversible,81,82,hsa00480
44,cpd:C05729,cpd:C05729,cpd:C05726,cpd:C05726,reaction,rn:R04951,irreversible,81,83,hsa00480
45,cpd:C00051,cpd:C00051,cpd:C01879,cpd:C01879,reaction,rn:R11861,irreversible,71,65,hsa00480
46,cpd:C00051,cpd:C00051,cpd:C01419,cpd:C01419,reaction,rn:R11861,irreversible,71,69,hsa00480
47,cpd:C00051,cpd:C00051,cpd:C00127,cpd:C00127,reaction,rn:R12578,irreversible,71,74,hsa00480
