,entry1,entry2,link,value,name,pathway
0,31,25,ECrel,70,compound,hsa04650
1,75,86,ECrel,26,compound,hsa04650
2,31,38,ECrel,69,compound,hsa04650
3,76,229,PPrel,-->,activation,hsa04650
4,73,228,PPrel,-->,activation,hsa04650
5,72,228,PPrel,-->,activation,hsa04650
6,71,228,PPrel,-->,activation,hsa04650
7,68,227,PPrel,-->,activation,hsa04650
8,34,280,PPrel,-->,activation,hsa04650
9,68,222,PPrel,-->,activation,hsa04650
10,34,281,PPrel,-->,activation,hsa04650
11,67,282,PPrel,-->,activation,hsa04650
12,66,216,PPrel,-->,activation,hsa04650
13,64,216,PPrel,-->,activation,hsa04650
14,63,215,PPrel,-->,activation,hsa04650
15,213,62,PPrel,-->,activation,hsa04650
16,212,61,PPrel,-->,activation,hsa04650
17,59,58,PPrel,-->,activation,hsa04650
18,59,57,PPrel,-->,activation,hsa04650
19,229,55,PPrel,-->,activation,hsa04650
20,229,54,PPrel,-->,activation,hsa04650
21,228,55,PPrel,-->,activation,hsa04650
22,228,54,PPrel,-->,activation,hsa04650
23,227,55,PPrel,-->,activation,hsa04650
24,227,54,PPrel,-->,activation,hsa04650
25,280,55,PPrel,-->,activation,hsa04650
26,280,54,PPrel,-->,activation,hsa04650
27,282,42,PPrel,-->,activation,hsa04650
28,282,86,PPrel,-->,activation,hsa04650
29,215,47,PPrel,-->,activation,hsa04650
30,215,49,PPrel,-->,activation,hsa04650
31,49,28,PPrel,-->,activation,hsa04650
32,53,45,PPrel,-->,activation,hsa04650
33,53,44,PPrel,-->,activation,hsa04650
34,52,45,PPrel,-->,activation,hsa04650
35,52,44,PPrel,-->,activation,hsa04650
36,51,45,PPrel,-->,activation,hsa04650
37,51,44,PPrel,-->,activation,hsa04650
38,45,75,PPrel,-->,activation,hsa04650
39,44,75,PPrel,-->,activation,hsa04650
40,50,40,PPrel,-->,activation,hsa04650
41,50,75,PPrel,-->,activation,hsa04650
42,40,86,PPrel,-->,activation,hsa04650
43,75,85,PPrel,-->,activation,hsa04650
44,86,85,PPrel,-->,activation,hsa04650
45,42,85,PPrel,-->,activation,hsa04650
46,85,84,PPrel,-->,activation,hsa04650
47,43,82,PPrel,-->,activation,hsa04650
48,41,82,PPrel,-->,activation,hsa04650
49,45,83,PPrel,-->,activation,hsa04650
50,44,83,PPrel,-->,activation,hsa04650
51,83,82,PPrel,-->,activation,hsa04650
52,82,81,PPrel,-->,activation,hsa04650
53,81,80,PPrel,-->,activation,hsa04650
54,80,79,PPrel,-->,activation,hsa04650
55,50,82,PPrel,-->,activation,hsa04650
56,32,82,PPrel,-->,activation,hsa04650
57,32,31,PPrel,-->,activation,hsa04650
58,215,32,PPrel,-->,activation,hsa04650
59,77,37,PPrel,..>,indirect effect,hsa04650
60,77,36,PPrel,..>,indirect effect,hsa04650
61,77,35,PPrel,..>,indirect effect,hsa04650
62,24,37,PPrel,..>,indirect effect,hsa04650
63,24,36,PPrel,..>,indirect effect,hsa04650
64,30,61,PPrel,..>,indirect effect,hsa04650
65,35,30,PPrel,-->,activation,hsa04650
66,56,214,PPrel,-->,activation,hsa04650
67,214,29,PPrel,..>,indirect effect,hsa04650
68,35,214,PPrel,-->,activation,hsa04650
69,53,222,PPrel,---,binding/association,hsa04650
70,53,281,PPrel,---,binding/association,hsa04650
71,53,220,PPrel,---,binding/association,hsa04650
72,52,218,PPrel,---,binding/association,hsa04650
73,52,219,PPrel,---,binding/association,hsa04650
74,52,217,PPrel,---,binding/association,hsa04650
75,51,218,PPrel,---,binding/association,hsa04650
76,51,219,PPrel,---,binding/association,hsa04650
77,51,217,PPrel,---,binding/association,hsa04650
78,50,216,PPrel,---,binding/association,hsa04650
79,39,86,PPrel,---,binding/association,hsa04650
80,39,40,PPrel,---,binding/association,hsa04650
81,29,62,PPrel,-->,activation,hsa04650
82,23,219,PPrel,-->,activation,hsa04650
83,254,283,PPrel,-->,activation,hsa04650
84,279,271,PPrel,-->,activation,hsa04650
85,257,274,PPrel,-->,activation,hsa04650
86,84,78,PPrel,-->,activation,hsa04650
87,84,78,PPrel,+p,phosphorylation,hsa04650
88,78,77,PPrel,-->,activation,hsa04650
89,78,77,PPrel,+p,phosphorylation,hsa04650
90,79,78,PPrel,-->,activation,hsa04650
91,79,78,PPrel,+p,phosphorylation,hsa04650
92,46,53,PPrel,-->,activation,hsa04650
93,46,53,PPrel,+p,phosphorylation,hsa04650
94,48,53,PPrel,-->,activation,hsa04650
95,48,53,PPrel,+p,phosphorylation,hsa04650
96,48,52,PPrel,-->,activation,hsa04650
97,48,52,PPrel,+p,phosphorylation,hsa04650
98,48,51,PPrel,-->,activation,hsa04650
99,48,51,PPrel,+p,phosphorylation,hsa04650
100,45,43,PPrel,-->,activation,hsa04650
101,45,43,PPrel,+p,phosphorylation,hsa04650
102,45,41,PPrel,-->,activation,hsa04650
103,45,41,PPrel,+p,phosphorylation,hsa04650
104,44,43,PPrel,-->,activation,hsa04650
105,44,43,PPrel,+p,phosphorylation,hsa04650
106,44,41,PPrel,-->,activation,hsa04650
107,44,41,PPrel,+p,phosphorylation,hsa04650
108,45,32,PPrel,-->,activation,hsa04650
109,45,32,PPrel,+p,phosphorylation,hsa04650
110,44,32,PPrel,-->,activation,hsa04650
111,44,32,PPrel,+p,phosphorylation,hsa04650
112,28,215,PPrel,-->,activation,hsa04650
113,28,215,PPrel,+p,phosphorylation,hsa04650
114,55,86,PPrel,--|,inhibition,hsa04650
115,55,86,PPrel,-p,dephosphorylation,hsa04650
116,54,86,PPrel,--|,inhibition,hsa04650
117,54,86,PPrel,-p,dephosphorylation,hsa04650
118,55,43,PPrel,--|,inhibition,hsa04650
119,55,43,PPrel,-p,dephosphorylation,hsa04650
120,54,43,PPrel,--|,inhibition,hsa04650
121,54,43,PPrel,-p,dephosphorylation,hsa04650
122,55,41,PPrel,--|,inhibition,hsa04650
123,55,41,PPrel,-p,dephosphorylation,hsa04650
124,54,41,PPrel,--|,inhibition,hsa04650
125,54,41,PPrel,-p,dephosphorylation,hsa04650
126,25,24,PPrel,-->,activation,hsa04650
127,25,24,PPrel,-p,dephosphorylation,hsa04650
