,entry1,entry2,link,value,name,pathway
0,174,173,PPrel,---,binding/association,hsa04530
1,171,169,PPrel,---,binding/association,hsa04530
2,163,162,PPrel,---,binding/association,hsa04530
3,219,217,PPrel,---,binding/association,hsa04530
4,190,108,PPrel,---,binding/association,hsa04530
5,178,177,PPrel,---,binding/association,hsa04530
6,208,74,PPrel,---,binding/association,hsa04530
7,24,22,PPrel,---,binding/association,hsa04530
8,179,115,PPrel,---,binding/association,hsa04530
9,220,46,PPrel,---,binding/association,hsa04530
10,302,48,PPrel,---,binding/association,hsa04530
11,288,109,PPrel,---,binding/association,hsa04530
12,173,256,PPrel,---,binding/association,hsa04530
13,243,7,PPrel,---,binding/association,hsa04530
14,243,246,PPrel,---,binding/association,hsa04530
15,7,246,PPrel,---,binding/association,hsa04530
16,246,104,PPrel,---,binding/association,hsa04530
17,246,8,PPrel,---,binding/association,hsa04530
18,246,102,PPrel,---,binding/association,hsa04530
19,8,180,PPrel,---,binding/association,hsa04530
20,102,180,PPrel,---,binding/association,hsa04530
21,256,8,PPrel,---,binding/association,hsa04530
22,41,180,PPrel,---,binding/association,hsa04530
23,7,41,PPrel,---,binding/association,hsa04530
24,100,251,PPrel,---,binding/association,hsa04530
25,100,250,PPrel,---,binding/association,hsa04530
26,173,39,PPrel,---,binding/association,hsa04530
27,173,292,PPrel,---,binding/association,hsa04530
28,173,167,PPrel,---,binding/association,hsa04530
29,169,39,PPrel,---,binding/association,hsa04530
30,169,292,PPrel,---,binding/association,hsa04530
31,169,167,PPrel,---,binding/association,hsa04530
32,162,39,PPrel,---,binding/association,hsa04530
33,162,292,PPrel,---,binding/association,hsa04530
34,162,167,PPrel,---,binding/association,hsa04530
35,217,167,PPrel,---,binding/association,hsa04530
36,292,296,PPrel,---,binding/association,hsa04530
37,296,303,PPrel,---,binding/association,hsa04530
38,167,166,PPrel,---,binding/association,hsa04530
39,167,275,PPrel,---,binding/association,hsa04530
40,177,89,PPrel,---,binding/association,hsa04530
41,203,89,PPrel,---,binding/association,hsa04530
42,203,94,PPrel,---,binding/association,hsa04530
43,94,96,PPrel,---,binding/association,hsa04530
44,96,95,PPrel,---,binding/association,hsa04530
45,74,75,PPrel,---,binding/association,hsa04530
46,22,23,PPrel,---,binding/association,hsa04530
47,115,23,PPrel,---,binding/association,hsa04530
48,115,207,PPrel,---,binding/association,hsa04530
49,23,221,PPrel,---,binding/association,hsa04530
50,23,73,PPrel,---,binding/association,hsa04530
51,23,16,PPrel,---,binding/association,hsa04530
52,221,222,PPrel,---,binding/association,hsa04530
53,221,223,PPrel,---,binding/association,hsa04530
54,221,226,PPrel,---,binding/association,hsa04530
55,304,222,PPrel,---,binding/association,hsa04530
56,16,27,PPrel,---,binding/association,hsa04530
57,46,47,PPrel,---,binding/association,hsa04530
58,47,64,PPrel,---,binding/association,hsa04530
59,47,60,PPrel,---,binding/association,hsa04530
60,62,64,PPrel,---,binding/association,hsa04530
61,62,60,PPrel,---,binding/association,hsa04530
62,60,66,PPrel,---,binding/association,hsa04530
63,66,229,PPrel,---,binding/association,hsa04530
64,66,67,PPrel,---,binding/association,hsa04530
65,305,50,PPrel,---,binding/association,hsa04530
66,48,125,PPrel,---,binding/association,hsa04530
67,305,124,PPrel,---,binding/association,hsa04530
68,230,125,PPrel,---,binding/association,hsa04530
69,125,124,PPrel,---,binding/association,hsa04530
70,124,126,PPrel,---,binding/association,hsa04530
71,109,133,PPrel,---,binding/association,hsa04530
72,109,137,PPrel,---,binding/association,hsa04530
73,133,137,PPrel,---,binding/association,hsa04530
74,141,143,PPrel,---,binding/association,hsa04530
75,141,145,PPrel,---,binding/association,hsa04530
76,143,145,PPrel,---,binding/association,hsa04530
77,279,7,PPrel,-->,activation,hsa04530
78,17,45,PPrel,-->,activation,hsa04530
79,159,158,PPrel,-->,activation,hsa04530
80,158,195,PPrel,-->,activation,hsa04530
81,166,195,PPrel,-->,activation,hsa04530
82,81,80,PPrel,-->,activation,hsa04530
83,80,82,PPrel,-->,activation,hsa04530
84,82,77,PPrel,-->,activation,hsa04530
85,212,81,PCrel,-->,activation,hsa04530
86,34,27,PPrel,-->,activation,hsa04530
87,27,29,PPrel,-->,activation,hsa04530
88,29,30,PPrel,-->,activation,hsa04530
89,30,31,PPrel,-->,activation,hsa04530
90,204,26,PPrel,-->,activation,hsa04530
91,121,263,PPrel,-->,activation,hsa04530
92,50,52,PPrel,-->,activation,hsa04530
93,126,127,PPrel,-->,activation,hsa04530
94,129,267,PPrel,-->,activation,hsa04530
95,267,268,PPrel,-->,activation,hsa04530
96,137,136,PPrel,-->,activation,hsa04530
97,136,141,PPrel,-->,activation,hsa04530
98,301,297,PPrel,+u,ubiquitination,hsa04530
99,149,180,PPrel,--|,inhibition,hsa04530
100,180,20,PPrel,--|,inhibition,hsa04530
101,20,9,PPrel,--|,inhibition,hsa04530
102,39,17,PPrel,--|,inhibition,hsa04530
103,89,92,PPrel,--|,inhibition,hsa04530
104,275,159,PPrel,--|,inhibition,hsa04530
