,entry1,entry2,link,value,name,pathway
0,107,413,PPrel,-->,activation,hsa05161
1,80,81,PPrel,-->,activation,hsa05161
2,98,97,PPrel,-->,activation,hsa05161
3,97,99,PPrel,-->,activation,hsa05161
4,99,414,PPrel,-->,activation,hsa05161
5,414,295,PPrel,-->,activation,hsa05161
6,414,19,PPrel,-->,activation,hsa05161
7,17,19,PPrel,-->,activation,hsa05161
8,14,13,PPrel,-->,activation,hsa05161
9,13,19,PPrel,-->,activation,hsa05161
10,50,52,PPrel,-->,activation,hsa05161
11,52,53,PPrel,-->,activation,hsa05161
12,55,26,PPrel,-->,activation,hsa05161
13,374,26,PPrel,-->,activation,hsa05161
14,58,63,PPrel,-->,activation,hsa05161
15,58,64,PPrel,-->,activation,hsa05161
16,55,57,PPrel,-->,activation,hsa05161
17,245,415,PPrel,-->,activation,hsa05161
18,415,416,PPrel,-->,activation,hsa05161
19,248,246,PPrel,-->,activation,hsa05161
20,416,239,PPrel,-->,activation,hsa05161
21,248,241,PPrel,-->,activation,hsa05161
22,241,242,PPrel,-->,activation,hsa05161
23,264,342,PPrel,-->,activation,hsa05161
24,265,52,PPrel,-->,activation,hsa05161
25,165,167,PPrel,-->,activation,hsa05161
26,354,167,PPrel,-->,activation,hsa05161
27,246,354,PPrel,-->,activation,hsa05161
28,169,170,PPrel,-->,activation,hsa05161
29,173,170,PPrel,-->,activation,hsa05161
30,82,87,PPrel,--|,inhibition,hsa05161
31,194,419,PPrel,--|,inhibition,hsa05161
32,194,420,PPrel,--|,inhibition,hsa05161
33,24,13,PPrel,--|,inhibition,hsa05161
34,24,19,PPrel,--|,inhibition,hsa05161
35,111,113,GErel,-->,expression,hsa05161
36,112,114,GErel,-->,expression,hsa05161
37,121,117,GErel,-->,expression,hsa05161
38,87,91,GErel,-->,expression,hsa05161
39,87,89,GErel,-->,expression,hsa05161
40,192,310,GErel,-->,expression,hsa05161
41,192,312,GErel,-->,expression,hsa05161
42,192,194,GErel,-->,expression,hsa05161
43,421,46,GErel,-->,expression,hsa05161
44,421,47,GErel,-->,expression,hsa05161
45,29,32,GErel,-->,expression,hsa05161
46,261,183,GErel,-->,expression,hsa05161
47,261,184,GErel,-->,expression,hsa05161
48,163,292,GErel,-->,expression,hsa05161
49,163,182,GErel,-->,expression,hsa05161
50,418,213,GErel,-->,expression,hsa05161
51,87,81,PPrel,-+-,dissociation,hsa05161
52,62,61,PPrel,-+-,dissociation,hsa05161
53,419,313,PPrel,-->,activation,hsa05161
54,188,313,PPrel,-+-,dissociation,hsa05161
55,313,406,PPrel,-+-,dissociation,hsa05161
56,69,70,GErel,-->,expression,hsa05161
57,207,23,PPrel,--|,inhibition,hsa05161
58,176,175,PPrel,-->,activation,hsa05161
59,167,340,PPrel,-->,activation,hsa05161
60,170,340,PPrel,-->,activation,hsa05161
61,340,160,PPrel,-->,activation,hsa05161
62,121,120,PPrel,---,binding/association,hsa05161
63,14,12,PPrel,---,binding/association,hsa05161
64,119,111,PPrel,...,state change,hsa05161
65,118,112,PPrel,...,state change,hsa05161
66,68,25,PPrel,---,binding/association,hsa05161
67,53,410,PPrel,-->,activation,hsa05161
68,410,55,PPrel,-->,activation,hsa05161
69,412,50,PCrel,-->,activation,hsa05161
70,26,27,PPrel,-->,activation,hsa05161
71,26,27,PPrel,+p,phosphorylation,hsa05161
72,27,28,PPrel,-->,activation,hsa05161
73,27,28,PPrel,+p,phosphorylation,hsa05161
74,108,119,PPrel,-->,activation,hsa05161
75,108,119,PPrel,+p,phosphorylation,hsa05161
76,109,118,PPrel,-->,activation,hsa05161
77,109,118,PPrel,+p,phosphorylation,hsa05161
78,74,80,PPrel,-->,activation,hsa05161
79,74,80,PPrel,+p,phosphorylation,hsa05161
80,48,384,PPrel,-->,activation,hsa05161
81,48,384,PPrel,+p,phosphorylation,hsa05161
82,48,56,PPrel,-->,activation,hsa05161
83,48,56,PPrel,+p,phosphorylation,hsa05161
84,237,236,PPrel,-->,activation,hsa05161
85,237,236,PPrel,+p,phosphorylation,hsa05161
86,236,244,PPrel,-->,activation,hsa05161
87,236,244,PPrel,+p,phosphorylation,hsa05161
88,237,262,PPrel,-->,activation,hsa05161
89,237,262,PPrel,+p,phosphorylation,hsa05161
90,262,235,PPrel,-->,activation,hsa05161
91,262,235,PPrel,+p,phosphorylation,hsa05161
92,262,264,PPrel,-->,activation,hsa05161
93,262,264,PPrel,+p,phosphorylation,hsa05161
94,262,265,PPrel,-->,activation,hsa05161
95,262,265,PPrel,+p,phosphorylation,hsa05161
96,237,269,PPrel,-->,activation,hsa05161
97,237,269,PPrel,+p,phosphorylation,hsa05161
98,237,268,PPrel,-->,activation,hsa05161
99,237,268,PPrel,+p,phosphorylation,hsa05161
100,269,264,PPrel,-->,activation,hsa05161
101,269,264,PPrel,+p,phosphorylation,hsa05161
102,265,342,PPrel,-->,activation,hsa05161
103,265,342,PPrel,+p,phosphorylation,hsa05161
104,417,163,PPrel,-->,activation,hsa05161
105,417,163,PPrel,+p,phosphorylation,hsa05161
106,73,74,PPrel,-->,activation,hsa05161
107,73,74,PPrel,+p,phosphorylation,hsa05161
108,73,74,PPrel,..>,indirect effect,hsa05161
109,28,42,PPrel,-->,activation,hsa05161
110,28,42,PPrel,+p,phosphorylation,hsa05161
111,28,42,PPrel,..>,indirect effect,hsa05161
112,175,418,PPrel,-->,activation,hsa05161
113,175,418,PPrel,+p,phosphorylation,hsa05161
114,175,418,PPrel,..>,indirect effect,hsa05161
115,74,75,PPrel,--|,inhibition,hsa05161
116,74,75,PPrel,+p,phosphorylation,hsa05161
