,head id,head name,tail id,tail name,link type,relation name,relation value,entry1,entry2,pathway
0,cpd:C01898,cpd:C01898,cpd:C00031,cpd:C00031,reaction,rn:R02887,irreversible,194,159,hsa00500
1,cpd:C01898,cpd:C01898,cpd:C00185,cpd:C00185,reaction,rn:R02887,irreversible,194,183,hsa00500
2,cpd:C00185,cpd:C00185,cpd:C00031,cpd:C00031,reaction,rn:R00306,irreversible,183,159,hsa00500
3,cpd:C00095,cpd:C00095,cpd:C00085,cpd:C00085,reaction,rn:R00760,irreversible,154,160,hsa00500
4,cpd:C00089,cpd:C00089,cpd:C00031,cpd:C00031,reaction,rn:R00801,irreversible,157,159,hsa00500
5,cpd:C00089,cpd:C00089,cpd:C00095,cpd:C00095,reaction,rn:R00801,irreversible,157,154,hsa00500
6,cpd:C00089,cpd:C00089,cpd:C00031,cpd:C00031,reaction,rn:R00801,irreversible,157,159,hsa00500
7,cpd:C00089,cpd:C00089,cpd:C00095,cpd:C00095,reaction,rn:R00801,irreversible,157,154,hsa00500
8,cpd:C00963,cpd:C00963,cpd:C00031,cpd:C00031,reaction,rn:R03527,irreversible,180,159,hsa00500
9,cpd:C00029,cpd:C00029,cpd:C00103,cpd:C00103,reaction,rn:R00287,irreversible,158,218,hsa00500
10,cpd:C00103,cpd:C00103,cpd:C01231,cpd:C01231,reaction,rn:R01660,irreversible,218,163,hsa00500
11,cpd:C00103,cpd:C00103,cpd:C00029,cpd:C00029,reaction,rn:R00289,irreversible,218,158,hsa00500
12,cpd:C00029,cpd:C00029,cpd:C00718,cpd:C00718,reaction,rn:R00292,irreversible,158,181,hsa00500
13,cpd:C00103,cpd:C00103,cpd:C00092,cpd:C00092,reaction,rn:R08639,reversible,218,161,hsa00500
14,cpd:C00092,cpd:C00092,cpd:C00031,cpd:C00031,reaction,rn:R00303,irreversible,161,162,hsa00500
15,cpd:C00031,cpd:C00031,cpd:C00092,cpd:C00092,reaction,rn:R00299,irreversible,162,161,hsa00500
16,cpd:C00031,cpd:C00031,cpd:C00092,cpd:C00092,reaction,rn:R00299,irreversible,162,161,hsa00500
17,cpd:C00092,cpd:C00092,cpd:C00085,cpd:C00085,reaction,rn:R00771,reversible,161,160,hsa00500
18,cpd:C00718,cpd:C00718,cpd:C00369,cpd:C00369,reaction,rn:R02110,irreversible,181,200,hsa00500
19,cpd:C01083,cpd:C01083,cpd:C00031,cpd:C00031,reaction,rn:R00010,irreversible,174,176,hsa00500
20,cpd:C01935,cpd:C01935,cpd:C00208,cpd:C00208,reaction,rn:R11262,irreversible,170,168,hsa00500
21,cpd:C00369,cpd:C00369,cpd:C00031,cpd:C00031,reaction,rn:R01790,irreversible,200,182,hsa00500
22,cpd:C00208,cpd:C00208,cpd:C00031,cpd:C00031,reaction,rn:R00028,irreversible,168,182,hsa00500
23,cpd:C00369,cpd:C00369,cpd:C00103,cpd:C00103,reaction,rn:R02111,irreversible,200,218,hsa00500
24,cpd:C00721,cpd:C00721,cpd:C00031,cpd:C00031,reaction,rn:R01791,irreversible,169,182,hsa00500
25,cpd:C00721,cpd:C00721,cpd:C00031,cpd:C00031,reaction,rn:R01791,irreversible,169,182,hsa00500
26,cpd:C00252,cpd:C00252,cpd:C00031,cpd:C00031,reaction,rn:R01718,irreversible,187,182,hsa00500
27,cpd:C00369,cpd:C00369,cpd:C00721,cpd:C00721,reaction,rn:R02112,irreversible,200,169,hsa00500
28,cpd:C00369,cpd:C00369,cpd:C00208,cpd:C00208,reaction,rn:R02112,irreversible,200,168,hsa00500
