,entry1,entry2,link,value,name,pathway
0,105,116,ECrel,169,compound,hsa00360
1,105,117,ECrel,169,compound,hsa00360
2,105,126,ECrel,169,compound,hsa00360
3,105,109,ECrel,181,compound,hsa00360
4,105,108,ECrel,181,compound,hsa00360
5,119,126,ECrel,156,compound,hsa00360
6,117,119,ECrel,156,compound,hsa00360
7,116,119,ECrel,156,compound,hsa00360
8,110,119,ECrel,156,compound,hsa00360
9,110,126,ECrel,156,compound,hsa00360
10,110,117,ECrel,156,compound,hsa00360
11,110,116,ECrel,156,compound,hsa00360
12,95,109,ECrel,183,compound,hsa00360
13,95,108,ECrel,183,compound,hsa00360
14,94,158,maplink,169,compound,hsa00360
15,105,94,maplink,169,compound,hsa00360
16,116,94,maplink,169,compound,hsa00360
17,117,94,maplink,169,compound,hsa00360
18,126,94,maplink,169,compound,hsa00360
19,105,158,maplink,169,compound,hsa00360
20,116,158,maplink,169,compound,hsa00360
21,117,158,maplink,169,compound,hsa00360
22,126,158,maplink,169,compound,hsa00360
23,188,187,maplink,211,compound,hsa00360
24,117,187,ECrel,169,compound,hsa00360
25,116,187,ECrel,169,compound,hsa00360
26,105,187,ECrel,169,compound,hsa00360
27,187,94,maplink,169,compound,hsa00360
28,187,158,maplink,169,compound,hsa00360
29,187,126,ECrel,169,compound,hsa00360
30,110,198,maplink,172,compound,hsa00360
