,entry1,entry2,link,value,name,pathway
0,49,52,PPrel,-->,activation,hsa04972
1,52,53,PPrel,-->,activation,hsa04972
2,53,65,PCrel,-->,activation,hsa04972
3,65,66,PCrel,-->,activation,hsa04972
4,68,50,PCrel,-->,activation,hsa04972
5,50,52,PPrel,-->,activation,hsa04972
6,53,55,PCrel,-->,activation,hsa04972
7,55,54,PCrel,-->,activation,hsa04972
8,56,71,PCrel,..>,indirect effect,hsa04972
9,190,144,PCrel,-->,activation,hsa04972
10,144,142,PCrel,-->,activation,hsa04972
11,151,142,PCrel,-->,activation,hsa04972
12,190,145,PCrel,-->,activation,hsa04972
13,145,143,PCrel,-->,activation,hsa04972
14,115,192,PPrel,-->,activation,hsa04972
15,192,193,PPrel,-->,activation,hsa04972
16,193,130,PCrel,-->,activation,hsa04972
17,56,126,PCrel,-->,activation,hsa04972
18,56,84,PCrel,-->,activation,hsa04972
19,209,49,PPrel,,,hsa04972
20,205,115,PPrel,,,hsa04972
21,49,190,PPrel,-->,activation,hsa04972
22,49,190,PPrel,..>,indirect effect,hsa04972
23,130,109,PCrel,-->,activation,hsa04972
24,130,109,PCrel,..>,indirect effect,hsa04972
25,130,114,PCrel,-->,activation,hsa04972
26,130,114,PCrel,..>,indirect effect,hsa04972
