,head id,head name,tail id,tail name,link type,relation name,relation value,entry1,entry2,pathway
0,cpd:C05125,cpd:C05125,cpd:C00068,cpd:C00068,reaction,rn:R03270,irreversible,156,181,hsa00620
1,cpd:C05125,cpd:C05125,cpd:C16255,cpd:C16255,reaction,rn:R03270,irreversible,156,155,hsa00620
2,cpd:C15972,cpd:C15972,cpd:C00068,cpd:C00068,reaction,rn:R03270,irreversible,154,181,hsa00620
3,cpd:C15972,cpd:C15972,cpd:C16255,cpd:C16255,reaction,rn:R03270,irreversible,154,155,hsa00620
4,cpd:C00036,cpd:C00036,cpd:C00074,cpd:C00074,reaction,rn:R00431 rn:R00726,reversible,180,158,hsa00620
5,cpd:C00074,cpd:C00074,cpd:C00022,cpd:C00022,reaction,rn:R00200 rn:R02320,irreversible,158,179,hsa00620
6,cpd:C03451,cpd:C03451,cpd:C00546,cpd:C00546,reaction,rn:R02530,reversible,175,178,hsa00620
7,cpd:C00256,cpd:C00256,cpd:C00022,cpd:C00022,reaction,rn:R00197,irreversible,174,179,hsa00620
8,cpd:C03451,cpd:C03451,cpd:C00256,cpd:C00256,reaction,rn:R01736,irreversible,175,174,hsa00620
9,cpd:C00022,cpd:C00022,cpd:C00036,cpd:C00036,reaction,rn:R00344,irreversible,179,180,hsa00620
10,cpd:C00149,cpd:C00149,cpd:C00022,cpd:C00022,reaction,rn:R00214,reversible,161,179,hsa00620
11,cpd:C00149,cpd:C00149,cpd:C00022,cpd:C00022,reaction,rn:R00216,reversible,161,179,hsa00620
12,cpd:C00149,cpd:C00149,cpd:C00036,cpd:C00036,reaction,rn:R00342,reversible,161,180,hsa00620
13,cpd:C00186,cpd:C00186,cpd:C00022,cpd:C00022,reaction,rn:R00703,reversible,173,179,hsa00620
14,cpd:C05993,cpd:C05993,cpd:C00024,cpd:C00024,reaction,rn:R00236,reversible,165,163,hsa00620
15,cpd:C00024,cpd:C00024,cpd:C00033,cpd:C00033,reaction,rn:R00227,irreversible,163,172,hsa00620
16,cpd:C00033,cpd:C00033,cpd:C05993,cpd:C05993,reaction,rn:R00316,reversible,172,165,hsa00620
17,cpd:C00084,cpd:C00084,cpd:C00033,cpd:C00033,reaction,rn:R00710,reversible,171,172,hsa00620
18,cpd:C00024,cpd:C00024,cpd:C00332,cpd:C00332,reaction,rn:R00238,irreversible,163,162,hsa00620
19,cpd:C00024,cpd:C00024,cpd:C00083,cpd:C00083,reaction,rn:R00742,irreversible,163,170,hsa00620
20,cpd:C00937,cpd:C00937,cpd:C00546,cpd:C00546,reaction,rn:R02527,reversible,176,178,hsa00620
21,cpd:C00068,cpd:C00068,cpd:C05125,cpd:C05125,reaction,rn:R00014,irreversible,181,156,hsa00620
22,cpd:C00022,cpd:C00022,cpd:C05125,cpd:C05125,reaction,rn:R00014,irreversible,179,156,hsa00620
23,cpd:C00024,cpd:C00024,cpd:C16255,cpd:C16255,reaction,rn:R02569,reversible,163,155,hsa00620
24,cpd:C15973,cpd:C15973,cpd:C16255,cpd:C16255,reaction,rn:R02569,reversible,153,155,hsa00620
25,cpd:C15973,cpd:C15973,cpd:C15972,cpd:C15972,reaction,rn:R07618,reversible,153,154,hsa00620
26,cpd:C00227,cpd:C00227,cpd:C00033,cpd:C00033,reaction,rn:R00317,irreversible,164,172,hsa00620
27,cpd:C00149,cpd:C00149,cpd:C00122,cpd:C00122,reaction,rn:R01082,reversible,161,186,hsa00620
28,cpd:C00469,cpd:C00469,cpd:C00084,cpd:C00084,reaction,rn:R00754,reversible,213,171,hsa00620
29,cpd:C00469,cpd:C00469,cpd:C00084,cpd:C00084,reaction,rn:R00746,reversible,213,171,hsa00620
