,head id,head name,tail id,tail name,link type,relation name,relation value,entry1,entry2,pathway
0,cpd:C00140,cpd:C00140,cpd:C00357,cpd:C00357,reaction,rn:R01201,irreversible,102,101,hsa00520
1,cpd:C00357,cpd:C00357,cpd:C04501,cpd:C04501,reaction,rn:R08193,reversible,101,103,hsa00520
2,cpd:C04501,cpd:C04501,cpd:C00043,cpd:C00043,reaction,rn:R00416,irreversible,103,104,hsa00520
3,cpd:C00043,cpd:C00043,cpd:C00645,cpd:C00645,reaction,rn:R00414,irreversible,104,105,hsa00520
4,cpd:C00645,cpd:C00645,cpd:C04257,cpd:C04257,reaction,rn:R02705,irreversible,105,106,hsa00520
5,cpd:C06241,cpd:C06241,cpd:C04257,cpd:C04257,reaction,rn:R04435,reversible,107,106,hsa00520
6,cpd:C06241,cpd:C06241,cpd:C00270,cpd:C00270,reaction,rn:R01805,irreversible,107,129,hsa00520
7,cpd:C00270,cpd:C00270,cpd:C00128,cpd:C00128,reaction,rn:R01117,reversible,129,130,hsa00520
8,cpd:C00446,cpd:C00446,cpd:C00052,cpd:C00052,reaction,rn:R00955,reversible,369,370,hsa00520
9,cpd:C00029,cpd:C00029,cpd:C00052,cpd:C00052,reaction,rn:R00291,reversible,343,370,hsa00520
10,cpd:C00103,cpd:C00103,cpd:C00029,cpd:C00029,reaction,rn:R00289,reversible,372,343,hsa00520
11,cpd:C00029,cpd:C00029,cpd:C00167,cpd:C00167,reaction,rn:R00286,irreversible,343,346,hsa00520
12,cpd:C00167,cpd:C00167,cpd:C00190,cpd:C00190,reaction,rn:R01384,irreversible,346,350,hsa00520
13,cpd:C00352,cpd:C00352,cpd:C00085,cpd:C00085,reaction,rn:R00765,irreversible,109,108,hsa00520
14,cpd:C00357,cpd:C00357,cpd:C00352,cpd:C00352,reaction,rn:R02059,irreversible,101,109,hsa00520
15,cpd:C00275,cpd:C00275,cpd:C05345,cpd:C05345,reaction,rn:R01819,reversible,387,108,hsa00520
16,cpd:C00275,cpd:C00275,cpd:C00636,cpd:C00636,reaction,rn:R01818,reversible,387,374,hsa00520
17,cpd:C00096,cpd:C00096,cpd:C01222,cpd:C01222,reaction,rn:R00888,irreversible,375,382,hsa00520
18,cpd:C00103,cpd:C00103,cpd:C00668,cpd:C00668,reaction,rn:R00959,reversible,372,352,hsa00520
19,cpd:C00085,cpd:C00085,cpd:C00352,cpd:C00352,reaction,rn:R00768,irreversible,108,109,hsa00520
20,cpd:C00267,cpd:C00267,cpd:C00668,cpd:C00668,reaction,rn:R01786,irreversible,353,352,hsa00520
21,cpd:C00984,cpd:C00984,cpd:C00446,cpd:C00446,reaction,rn:R01092,irreversible,371,369,hsa00520
22,cpd:C00636,cpd:C00636,cpd:C00096,cpd:C00096,reaction,rn:R00885,reversible,374,375,hsa00520
23,cpd:C00325,cpd:C00325,cpd:C01222,cpd:C01222,reaction,rn:R05692,reversible,377,382,hsa00520
24,cpd:C02985,cpd:C02985,cpd:C00325,cpd:C00325,reaction,rn:R01951,reversible,378,377,hsa00520
25,cpd:C01019,cpd:C01019,cpd:C02985,cpd:C02985,reaction,rn:R03161,irreversible,379,378,hsa00520
26,cpd:C00352,cpd:C00352,cpd:C00357,cpd:C00357,reaction,rn:R02058,irreversible,109,101,hsa00520
27,cpd:C00270,cpd:C00270,cpd:C00645,cpd:C00645,reaction,rn:R01811,irreversible,129,105,hsa00520
28,cpd:C00645,cpd:C00645,cpd:C00270,cpd:C00270,reaction,rn:R01804,irreversible,105,129,hsa00520
29,cpd:C00140,cpd:C00140,cpd:C00645,cpd:C00645,reaction,rn:R01207,reversible,102,105,hsa00520
30,cpd:C03410,cpd:C03410,cpd:C03691,cpd:C03691,reaction,rn:R04215,reversible,131,132,hsa00520
31,cpd:C00996,cpd:C00996,cpd:C00999,cpd:C00999,reaction,rn:R00100,irreversible,134,133,hsa00520
32,cpd:C00103,cpd:C00103,cpd:C00668,cpd:C00668,reaction,rn:R00959,reversible,376,364,hsa00520
