,head id,head name,tail id,tail name,link type,relation name,relation value,entry1,entry2,pathway
0,cpd:C00154,cpd:C00154,cpd:C00249,cpd:C00249,reaction,rn:R01274,irreversible,88,89,hsa00062
1,cpd:C05272,cpd:C05272,cpd:C00154,cpd:C00154,reaction,rn:R01278,irreversible,87,88,hsa00062
2,cpd:C05258,cpd:C05258,cpd:C05272,cpd:C05272,reaction,rn:R04738,reversible,86,87,hsa00062
3,cpd:C05259,cpd:C05259,cpd:C05258,cpd:C05258,reaction,rn:R04737,reversible,85,86,hsa00062
4,cpd:C02593,cpd:C02593,cpd:C05259,cpd:C05259,reaction,rn:R03991,irreversible,81,85,hsa00062
5,cpd:C00024,cpd:C00024,cpd:C05259,cpd:C05259,reaction,rn:R03991,irreversible,63,85,hsa00062
6,cpd:C05273,cpd:C05273,cpd:C02593,cpd:C02593,reaction,rn:R03989,irreversible,82,81,hsa00062
7,cpd:C05260,cpd:C05260,cpd:C05273,cpd:C05273,reaction,rn:R04740,reversible,83,82,hsa00062
8,cpd:C05261,cpd:C05261,cpd:C05260,cpd:C05260,reaction,rn:R04739,reversible,84,83,hsa00062
9,cpd:C00024,cpd:C00024,cpd:C05261,cpd:C05261,reaction,rn:R03858,irreversible,63,84,hsa00062
10,cpd:C01832,cpd:C01832,cpd:C05261,cpd:C05261,reaction,rn:R03858,irreversible,77,84,hsa00062
11,cpd:C03221,cpd:C03221,cpd:C01832,cpd:C01832,reaction,rn:R03856,irreversible,78,77,hsa00062
12,cpd:C05262,cpd:C05262,cpd:C03221,cpd:C03221,reaction,rn:R04170,reversible,79,78,hsa00062
13,cpd:C05263,cpd:C05263,cpd:C05262,cpd:C05262,reaction,rn:R04741,reversible,80,79,hsa00062
14,cpd:C05274,cpd:C05274,cpd:C05263,cpd:C05263,reaction,rn:R04742,irreversible,76,80,hsa00062
15,cpd:C00024,cpd:C00024,cpd:C05263,cpd:C05263,reaction,rn:R04742,irreversible,63,80,hsa00062
16,cpd:C05275,cpd:C05275,cpd:C05274,cpd:C05274,reaction,rn:R04753,irreversible,75,76,hsa00062
17,cpd:C05264,cpd:C05264,cpd:C05275,cpd:C05275,reaction,rn:R04744,reversible,74,75,hsa00062
18,cpd:C05265,cpd:C05265,cpd:C05264,cpd:C05264,reaction,rn:R04743,reversible,73,74,hsa00062
19,cpd:C05265,cpd:C05265,cpd:C05264,cpd:C05264,reaction,rn:R04743,reversible,73,74,hsa00062
20,cpd:C00024,cpd:C00024,cpd:C05265,cpd:C05265,reaction,rn:R03778,irreversible,63,73,hsa00062
21,cpd:C01944,cpd:C01944,cpd:C05265,cpd:C05265,reaction,rn:R03778,irreversible,69,73,hsa00062
22,cpd:C05276,cpd:C05276,cpd:C01944,cpd:C01944,reaction,rn:R03776,irreversible,70,69,hsa00062
23,cpd:C05266,cpd:C05266,cpd:C05276,cpd:C05276,reaction,rn:R04746,reversible,71,70,hsa00062
24,cpd:C05267,cpd:C05267,cpd:C05266,cpd:C05266,reaction,rn:R04745,reversible,72,71,hsa00062
25,cpd:C05267,cpd:C05267,cpd:C05266,cpd:C05266,reaction,rn:R04745,reversible,72,71,hsa00062
26,cpd:C00024,cpd:C00024,cpd:C05267,cpd:C05267,reaction,rn:R04747,irreversible,63,72,hsa00062
27,cpd:C05270,cpd:C05270,cpd:C05267,cpd:C05267,reaction,rn:R04747,irreversible,65,72,hsa00062
28,cpd:C05271,cpd:C05271,cpd:C05270,cpd:C05270,reaction,rn:R06985,irreversible,66,65,hsa00062
29,cpd:C05268,cpd:C05268,cpd:C05271,cpd:C05271,reaction,rn:R04749,reversible,67,66,hsa00062
30,cpd:C05269,cpd:C05269,cpd:C05268,cpd:C05268,reaction,rn:R04748,reversible,68,67,hsa00062
31,cpd:C05269,cpd:C05269,cpd:C05268,cpd:C05268,reaction,rn:R04748,reversible,68,67,hsa00062
32,cpd:C00136,cpd:C00136,cpd:C05269,cpd:C05269,reaction,rn:R01177,irreversible,64,68,hsa00062
33,cpd:C00024,cpd:C00024,cpd:C05269,cpd:C05269,reaction,rn:R01177,irreversible,63,68,hsa00062
34,cpd:C00264,cpd:C00264,cpd:C00640,cpd:C00640,reaction,rn:R01778,reversible,131,130,hsa00062
35,cpd:C00658,cpd:C00658,cpd:C00040,cpd:C00040,reaction,rn:R07162,irreversible,129,128,hsa00062
36,cpd:C00024,cpd:C00024,cpd:C00264,cpd:C00264,reaction,rn:R00391,irreversible,126,131,hsa00062
37,cpd:C00040,cpd:C00040,cpd:C00264,cpd:C00264,reaction,rn:R00391,irreversible,127,131,hsa00062
38,cpd:C00264,cpd:C00264,cpd:C00640,cpd:C00640,reaction,rn:R01778,reversible,131,130,hsa00062
39,cpd:C00640,cpd:C00640,cpd:C00658,cpd:C00658,reaction,rn:R02685,reversible,130,129,hsa00062
40,cpd:C20878,cpd:C20878,cpd:C20879,cpd:C20879,reaction,rn:R10827,irreversible,112,111,hsa00062
41,cpd:C20879,cpd:C20879,cpd:C02843 cpd:C20876,cpd:C02843 cpd:C20876,reaction,rn:R10828,irreversible,111,110,hsa00062
42,cpd:C20877,cpd:C20877,cpd:C20878,cpd:C20878,reaction,rn:R10826,irreversible,113,112,hsa00062
43,cpd:C00154,cpd:C00154,cpd:C00249,cpd:C00249,reaction,rn:R01274,irreversible,128,143,hsa00062
44,cpd:C02843,cpd:C02843,cpd:C00638,cpd:C00638,reaction,rn:R09450,irreversible,110,148,hsa00062
45,cpd:C20876,cpd:C20876,cpd:C20877,cpd:C20877,reaction,rn:R10825,irreversible,108,113,hsa00062
46,cpd:C00083,cpd:C00083,cpd:C20877,cpd:C20877,reaction,rn:R10825,irreversible,109,113,hsa00062
