,entry1,entry2,link,value,name,pathway
0,21,19,PCrel,-->,activation,hsa04924
1,22,19,PCrel,-->,activation,hsa04924
2,19,12,PPrel,-->,activation,hsa04924
3,150,149,PPrel,-->,activation,hsa04924
4,149,12,PPrel,-->,activation,hsa04924
5,33,92,PCrel,-->,activation,hsa04924
6,92,12,PPrel,-->,activation,hsa04924
7,12,13,PPrel,-->,activation,hsa04924
8,13,15,PCrel,-->,activation,hsa04924
9,15,14,PCrel,-->,activation,hsa04924
10,14,74,PPrel,-->,activation,hsa04924
11,31,34,PCrel,-->,activation,hsa04924
12,34,29,PPrel,-->,activation,hsa04924
13,53,114,PCrel,-->,activation,hsa04924
14,95,44,PPrel,-->,activation,hsa04924
15,43,68,PCrel,-->,activation,hsa04924
16,43,44,PPrel,-->,activation,hsa04924
17,44,45,PPrel,-->,activation,hsa04924
18,45,49,PCrel,-->,activation,hsa04924
19,49,50,PCrel,-->,activation,hsa04924
20,53,137,PCrel,-->,activation,hsa04924
21,137,138,PPrel,-->,activation,hsa04924
22,59,58,PCrel,-->,activation,hsa04924
23,58,26,PCrel,-->,activation,hsa04924
24,24,26,PCrel,-->,activation,hsa04924
25,14,112,PPrel,-->,activation,hsa04924
26,74,79,GErel,-->,expression,hsa04924
27,26,64,PCrel,--|,inhibition,hsa04924
28,53,13,PCrel,--|,inhibition,hsa04924
29,52,13,PCrel,--|,inhibition,hsa04924
30,29,13,PPrel,--|,inhibition,hsa04924
31,95,123,PPrel,--|,inhibition,hsa04924
32,155,95,PPrel,-->,activation,hsa04924
33,153,24,PPrel,-->,activation,hsa04924
34,145,92,PPrel,-->,activation,hsa04924
35,145,92,PPrel,..>,indirect effect,hsa04924
