,entry1,entry2,link,value,name,pathway
0,53,25,ECrel,32,compound,hsa00670
1,53,24,ECrel,32,compound,hsa00670
2,53,23,ECrel,34,compound,hsa00670
3,53,30,ECrel,34,compound,hsa00670
4,53,62,ECrel,34,compound,hsa00670
5,53,65,ECrel,34,compound,hsa00670
6,23,62,ECrel,34,compound,hsa00670
7,23,65,ECrel,34,compound,hsa00670
8,62,30,ECrel,34,compound,hsa00670
9,65,30,ECrel,34,compound,hsa00670
10,42,26,ECrel,33,compound,hsa00670
11,43,26,ECrel,33,compound,hsa00670
12,25,18,maplink,32,compound,hsa00670
13,24,18,maplink,32,compound,hsa00670
14,53,18,maplink,32,compound,hsa00670
15,24,50,ECrel,74,compound,hsa00670
16,24,51,ECrel,74,compound,hsa00670
17,24,52,ECrel,74,compound,hsa00670
18,24,26,ECrel,74,compound,hsa00670
19,24,62,ECrel,74,compound,hsa00670
20,24,65,ECrel,74,compound,hsa00670
21,24,48,ECrel,74,compound,hsa00670
22,24,47,ECrel,74,compound,hsa00670
23,24,21,ECrel,74,compound,hsa00670
24,24,19,ECrel,74,compound,hsa00670
25,24,55,ECrel,74,compound,hsa00670
26,50,26,ECrel,74,compound,hsa00670
27,50,62,ECrel,74,compound,hsa00670
28,50,65,ECrel,74,compound,hsa00670
29,50,21,ECrel,74,compound,hsa00670
30,50,19,ECrel,74,compound,hsa00670
31,50,55,ECrel,74,compound,hsa00670
32,51,26,ECrel,74,compound,hsa00670
33,51,62,ECrel,74,compound,hsa00670
34,51,65,ECrel,74,compound,hsa00670
35,51,21,ECrel,74,compound,hsa00670
36,51,19,ECrel,74,compound,hsa00670
37,51,55,ECrel,74,compound,hsa00670
38,52,26,ECrel,74,compound,hsa00670
39,52,62,ECrel,74,compound,hsa00670
40,52,65,ECrel,74,compound,hsa00670
41,52,21,ECrel,74,compound,hsa00670
42,52,19,ECrel,74,compound,hsa00670
43,52,55,ECrel,74,compound,hsa00670
44,26,62,ECrel,74,compound,hsa00670
45,26,65,ECrel,74,compound,hsa00670
46,26,48,ECrel,74,compound,hsa00670
47,26,47,ECrel,74,compound,hsa00670
48,26,21,ECrel,74,compound,hsa00670
49,26,19,ECrel,74,compound,hsa00670
50,26,55,ECrel,74,compound,hsa00670
51,62,48,ECrel,74,compound,hsa00670
52,62,47,ECrel,74,compound,hsa00670
53,62,21,ECrel,74,compound,hsa00670
54,62,19,ECrel,74,compound,hsa00670
55,62,55,ECrel,74,compound,hsa00670
56,65,48,ECrel,74,compound,hsa00670
57,65,47,ECrel,74,compound,hsa00670
58,65,21,ECrel,74,compound,hsa00670
59,65,19,ECrel,74,compound,hsa00670
60,65,55,ECrel,74,compound,hsa00670
61,48,21,ECrel,74,compound,hsa00670
62,48,19,ECrel,74,compound,hsa00670
63,48,55,ECrel,74,compound,hsa00670
64,47,21,ECrel,74,compound,hsa00670
65,47,19,ECrel,74,compound,hsa00670
66,47,55,ECrel,74,compound,hsa00670
67,21,19,ECrel,74,compound,hsa00670
68,21,55,ECrel,74,compound,hsa00670
69,19,55,ECrel,74,compound,hsa00670
70,29,50,ECrel,69,compound,hsa00670
71,29,51,ECrel,69,compound,hsa00670
72,29,52,ECrel,69,compound,hsa00670
73,29,48,ECrel,69,compound,hsa00670
74,29,47,ECrel,69,compound,hsa00670
75,29,43,ECrel,71,compound,hsa00670
76,29,42,ECrel,71,compound,hsa00670
77,29,30,ECrel,71,compound,hsa00670
78,29,23,ECrel,71,compound,hsa00670
79,29,22,ECrel,71,compound,hsa00670
80,29,21,ECrel,71,compound,hsa00670
81,43,30,ECrel,71,compound,hsa00670
82,43,23,ECrel,71,compound,hsa00670
83,43,22,ECrel,71,compound,hsa00670
84,43,21,ECrel,71,compound,hsa00670
85,42,30,ECrel,71,compound,hsa00670
86,42,23,ECrel,71,compound,hsa00670
87,42,22,ECrel,71,compound,hsa00670
88,42,21,ECrel,71,compound,hsa00670
89,30,23,ECrel,71,compound,hsa00670
90,30,22,ECrel,71,compound,hsa00670
91,30,21,ECrel,71,compound,hsa00670
92,23,22,ECrel,71,compound,hsa00670
93,23,21,ECrel,71,compound,hsa00670
94,22,21,ECrel,71,compound,hsa00670
95,73,65,ECrel,74,compound,hsa00670
96,73,62,ECrel,74,compound,hsa00670
97,73,26,ECrel,74,compound,hsa00670
98,73,52,ECrel,74,compound,hsa00670
99,73,51,ECrel,74,compound,hsa00670
100,73,50,ECrel,74,compound,hsa00670
101,73,48,ECrel,74,compound,hsa00670
102,73,47,ECrel,74,compound,hsa00670
103,73,21,ECrel,74,compound,hsa00670
104,73,19,ECrel,74,compound,hsa00670
105,73,55,ECrel,74,compound,hsa00670
106,23,75,ECrel,34,compound,hsa00670
107,30,75,ECrel,34,compound,hsa00670
108,62,75,ECrel,34,compound,hsa00670
109,65,75,ECrel,34,compound,hsa00670
110,53,75,ECrel,34,compound,hsa00670
111,55,75,ECrel,35,compound,hsa00670
