,entry1,entry2,link,value,name,pathway
0,26,9,PCrel,---,binding/association,hsa04915
1,29,28,PCrel,---,binding/association,hsa04915
2,28,31,PPrel,---,binding/association,hsa04915
3,140,14,PCrel,-->,activation,hsa04915
4,14,102,PPrel,-->,activation,hsa04915
5,102,15,PPrel,-->,activation,hsa04915
6,15,16,PPrel,-->,activation,hsa04915
7,16,17,PPrel,-->,activation,hsa04915
8,17,19,PPrel,-->,activation,hsa04915
9,102,107,PPrel,-->,activation,hsa04915
10,107,35,PCrel,-->,activation,hsa04915
11,35,36,PCrel,-->,activation,hsa04915
12,19,18,PPrel,-->,activation,hsa04915
13,18,88,PPrel,-->,activation,hsa04915
14,88,89,PPrel,-->,activation,hsa04915
15,89,90,PPrel,-->,activation,hsa04915
16,90,40,PPrel,-->,activation,hsa04915
17,40,41,PPrel,-->,activation,hsa04915
18,41,42,PPrel,-->,activation,hsa04915
19,42,43,PPrel,-->,activation,hsa04915
20,18,133,PPrel,-->,activation,hsa04915
21,144,58,PCrel,-->,activation,hsa04915
22,58,143,PPrel,-->,activation,hsa04915
23,143,57,PPrel,-->,activation,hsa04915
24,142,103,PPrel,-->,activation,hsa04915
25,103,57,PPrel,-->,activation,hsa04915
26,55,74,PCrel,-->,activation,hsa04915
27,74,56,PCrel,-->,activation,hsa04915
28,52,53,PPrel,-->,activation,hsa04915
29,53,67,PCrel,-->,activation,hsa04915
30,67,54,PCrel,-->,activation,hsa04915
31,54,55,PPrel,-->,activation,hsa04915
32,53,66,PCrel,-->,activation,hsa04915
33,66,123,PCrel,-->,activation,hsa04915
34,126,124,PCrel,-->,activation,hsa04915
35,124,79,PPrel,-->,activation,hsa04915
36,150,52,PPrel,-->,activation,hsa04915
37,60,51,PCrel,-->,activation,hsa04915
38,51,76,PPrel,-->,activation,hsa04915
39,76,77,PPrel,-->,activation,hsa04915
40,78,79,PPrel,-->,activation,hsa04915
41,79,85,PCrel,-->,activation,hsa04915
42,85,80,PCrel,-->,activation,hsa04915
43,76,113,PPrel,-->,activation,hsa04915
44,113,114,PPrel,-->,activation,hsa04915
45,114,115,PPrel,-->,activation,hsa04915
46,115,116,PPrel,-->,activation,hsa04915
47,36,41,PPrel,--|,inhibition,hsa04915
48,56,57,PPrel,--|,inhibition,hsa04915
49,185,174,GErel,-->,expression,hsa04915
50,185,175,GErel,-->,expression,hsa04915
51,185,176,GErel,-->,expression,hsa04915
52,185,177,GErel,-->,expression,hsa04915
53,185,178,GErel,-->,expression,hsa04915
54,185,179,GErel,-->,expression,hsa04915
55,186,178,GErel,-->,expression,hsa04915
56,186,179,GErel,-->,expression,hsa04915
57,186,180,GErel,-->,expression,hsa04915
58,186,181,GErel,-->,expression,hsa04915
59,184,142,PPrel,-->,activation,hsa04915
60,133,134,PPrel,-->,activation,hsa04915
61,133,134,PPrel,..>,indirect effect,hsa04915
62,77,78,PPrel,-->,activation,hsa04915
63,77,78,PPrel,..>,indirect effect,hsa04915
64,43,9,PPrel,-->,activation,hsa04915
65,43,9,PPrel,+p,phosphorylation,hsa04915
66,43,28,PPrel,-->,activation,hsa04915
67,43,28,PPrel,+p,phosphorylation,hsa04915
68,43,44,PPrel,-->,activation,hsa04915
69,43,44,PPrel,+p,phosphorylation,hsa04915
70,56,59,PPrel,-->,activation,hsa04915
71,56,59,PPrel,+p,phosphorylation,hsa04915
72,116,117,PPrel,-->,activation,hsa04915
73,116,117,PPrel,+p,phosphorylation,hsa04915
