,entry1,entry2,link,value,name,pathway
0,79,106,PPrel,-->,activation,hsa04727
1,116,119,PCrel,-->,activation,hsa04727
2,119,117,PCrel,-->,activation,hsa04727
3,23,72,PPrel,-->,activation,hsa04727
4,72,90,PPrel,-->,activation,hsa04727
5,106,116,PPrel,--|,inhibition,hsa04727
6,106,48,PPrel,--|,inhibition,hsa04727
7,72,147,PPrel,--|,inhibition,hsa04727
8,142,146,PPrel,---,binding/association,hsa04727
9,129,128,PPrel,---,binding/association,hsa04727
10,128,130,PPrel,---,binding/association,hsa04727
11,132,131,PPrel,---,binding/association,hsa04727
12,131,133,PPrel,---,binding/association,hsa04727
13,75,124,PPrel,---,binding/association,hsa04727
14,72,32,PPrel,--|,inhibition,hsa04727
15,35,79,PCrel,-->,activation,hsa04727
16,35,75,PCrel,-->,activation,hsa04727
17,35,154,PCrel,-->,activation,hsa04727
18,35,23,PCrel,-->,activation,hsa04727
