,entry1,entry2,link,value,name,pathway
0,85,92,ECrel,120,compound,hsa00970
1,39,96,maplink,111,compound,hsa00970
2,86,96,maplink,117,compound,hsa00970
3,89,96,maplink,109,compound,hsa00970
4,81,97,maplink,132,compound,hsa00970
5,79,98,maplink,138,compound,hsa00970
6,91,99,maplink,105,compound,hsa00970
7,77,101,maplink,142,compound,hsa00970
8,78,102,maplink,140,compound,hsa00970
9,156,160,ECrel,157,compound,hsa00970
10,160,163,ECrel,158,compound,hsa00970
11,147,80,ECrel,137,compound,hsa00970
12,150,76,ECrel,145,compound,hsa00970
13,155,90,maplink,108,compound,hsa00970
14,155,82,maplink,128,compound,hsa00970
15,155,156,maplink,124,compound,hsa00970
16,155,84,maplink,124,compound,hsa00970
17,98,94,maplink,130,compound,hsa00970
18,102,93,maplink,107,compound,hsa00970
19,175,88,maplink,113,compound,hsa00970
20,95,100,maplink,134,compound,hsa00970
21,80,100,maplink,136,compound,hsa00970
22,87,100,maplink,115,compound,hsa00970
23,83,100,maplink,126,compound,hsa00970
24,76,100,maplink,144,compound,hsa00970
25,97,85,maplink,119,compound,hsa00970
