,entry1,entry2,link,value,name,pathway
0,75,84,ECrel,141,compound,hsa00650
1,75,76,ECrel,142,compound,hsa00650
2,79,86,ECrel,123,compound,hsa00650
3,71,79,ECrel,125,compound,hsa00650
4,66,71,ECrel,137,compound,hsa00650
5,63,64,ECrel,130,compound,hsa00650
6,63,64,ECrel,132,compound,hsa00650
7,60,64,ECrel,132,compound,hsa00650
8,61,64,ECrel,132,compound,hsa00650
9,64,66,ECrel,132,compound,hsa00650
10,60,63,ECrel,132,compound,hsa00650
11,61,63,ECrel,132,compound,hsa00650
12,63,66,ECrel,132,compound,hsa00650
13,60,66,ECrel,132,compound,hsa00650
14,61,66,ECrel,132,compound,hsa00650
15,62,63,ECrel,130,compound,hsa00650
16,62,63,ECrel,131,compound,hsa00650
17,62,64,ECrel,130,compound,hsa00650
18,60,62,ECrel,133,compound,hsa00650
19,61,62,ECrel,133,compound,hsa00650
20,58,62,ECrel,133,compound,hsa00650
21,58,60,ECrel,133,compound,hsa00650
22,58,61,ECrel,133,compound,hsa00650
23,76,97,maplink,143,compound,hsa00650
24,75,103,maplink,141,compound,hsa00650
25,84,103,maplink,141,compound,hsa00650
26,108,104,maplink,129,compound,hsa00650
27,66,99,maplink,132,compound,hsa00650
28,61,99,maplink,132,compound,hsa00650
29,60,99,maplink,132,compound,hsa00650
30,63,99,maplink,132,compound,hsa00650
31,64,99,maplink,132,compound,hsa00650
32,100,102,maplink,116,compound,hsa00650
33,84,102,maplink,117,compound,hsa00650
34,86,56,maplink,123,compound,hsa00650
35,79,56,maplink,123,compound,hsa00650
36,169,76,maplink,142,compound,hsa00650
37,169,75,maplink,142,compound,hsa00650
