,entry1,entry2,link,value,name,pathway
0,174,79,PPrel,-->,activation,hsa04659
1,159,86,PPrel,-->,activation,hsa04659
2,86,162,PPrel,-->,activation,hsa04659
3,87,225,PPrel,-->,activation,hsa04659
4,80,83,PPrel,-->,activation,hsa04659
5,179,226,PPrel,-->,activation,hsa04659
6,81,83,PPrel,-->,activation,hsa04659
7,181,227,PPrel,-->,activation,hsa04659
8,82,83,PPrel,-->,activation,hsa04659
9,51,13,PPrel,-->,activation,hsa04659
10,13,37,PPrel,-->,activation,hsa04659
11,37,44,PPrel,-->,activation,hsa04659
12,44,45,PCrel,-->,activation,hsa04659
13,44,6,PCrel,-->,activation,hsa04659
14,6,10,PCrel,-->,activation,hsa04659
15,32,12,PCrel,-->,activation,hsa04659
16,58,228,PPrel,-->,activation,hsa04659
17,59,60,PPrel,-->,activation,hsa04659
18,176,229,PPrel,-->,activation,hsa04659
19,165,57,PPrel,-->,activation,hsa04659
20,55,230,PPrel,-->,activation,hsa04659
21,56,57,PPrel,-->,activation,hsa04659
22,153,156,PPrel,-->,activation,hsa04659
23,156,154,PPrel,-->,activation,hsa04659
24,65,231,PPrel,-->,activation,hsa04659
25,66,69,PPrel,-->,activation,hsa04659
26,50,51,PPrel,---,binding/association,hsa04659
27,232,13,PPrel,---,binding/association,hsa04659
28,162,93,GErel,-->,expression,hsa04659
29,162,94,GErel,-->,expression,hsa04659
30,162,117,GErel,-->,expression,hsa04659
31,83,93,GErel,-->,expression,hsa04659
32,83,94,GErel,-->,expression,hsa04659
33,83,208,GErel,-->,expression,hsa04659
34,83,117,GErel,-->,expression,hsa04659
35,83,89,GErel,-->,expression,hsa04659
36,83,90,GErel,-->,expression,hsa04659
37,83,91,GErel,-->,expression,hsa04659
38,83,92,GErel,-->,expression,hsa04659
39,233,89,GErel,-->,expression,hsa04659
40,233,90,GErel,-->,expression,hsa04659
41,233,91,GErel,-->,expression,hsa04659
42,233,92,GErel,-->,expression,hsa04659
43,11,89,GErel,-->,expression,hsa04659
44,11,90,GErel,-->,expression,hsa04659
45,11,91,GErel,-->,expression,hsa04659
46,11,92,GErel,-->,expression,hsa04659
47,60,134,GErel,-->,expression,hsa04659
48,57,123,GErel,-->,expression,hsa04659
49,126,130,GErel,-->,expression,hsa04659
50,140,149,GErel,-->,expression,hsa04659
51,140,150,GErel,-->,expression,hsa04659
52,140,151,GErel,-->,expression,hsa04659
53,140,152,GErel,-->,expression,hsa04659
54,154,146,GErel,-->,expression,hsa04659
55,69,146,GErel,-->,expression,hsa04659
56,234,146,GErel,-->,expression,hsa04659
57,169,172,PPrel,---,binding/association,hsa04659
58,169,140,PPrel,--|,inhibition,hsa04659
59,135,130,GErel,--|,repression,hsa04659
60,125,126,PPrel,--|,inhibition,hsa04659
61,84,109,GErel,-->,expression,hsa04659
62,84,109,GErel,..>,indirect effect,hsa04659
63,84,93,GErel,-->,expression,hsa04659
64,84,93,GErel,..>,indirect effect,hsa04659
65,84,94,GErel,-->,expression,hsa04659
66,84,94,GErel,..>,indirect effect,hsa04659
67,85,109,GErel,-->,expression,hsa04659
68,85,109,GErel,..>,indirect effect,hsa04659
69,85,93,GErel,-->,expression,hsa04659
70,85,93,GErel,..>,indirect effect,hsa04659
71,85,94,GErel,-->,expression,hsa04659
72,85,94,GErel,..>,indirect effect,hsa04659
73,9,7,PPrel,-->,activation,hsa04659
74,9,7,PPrel,+p,phosphorylation,hsa04659
75,24,38,PPrel,-->,activation,hsa04659
76,24,38,PPrel,+p,phosphorylation,hsa04659
77,28,36,PPrel,-->,activation,hsa04659
78,28,36,PPrel,+p,phosphorylation,hsa04659
79,35,36,PPrel,-->,activation,hsa04659
80,35,36,PPrel,+p,phosphorylation,hsa04659
81,12,11,PPrel,-->,activation,hsa04659
82,12,11,PPrel,-p,dephosphorylation,hsa04659
83,37,24,PPrel,-->,activation,hsa04659
84,37,24,PPrel,..>,indirect effect,hsa04659
85,37,28,PPrel,-->,activation,hsa04659
86,37,28,PPrel,..>,indirect effect,hsa04659
87,37,35,PPrel,-->,activation,hsa04659
88,37,35,PPrel,..>,indirect effect,hsa04659
89,79,84,PPrel,-->,activation,hsa04659
90,79,84,PPrel,..>,indirect effect,hsa04659
91,79,85,PPrel,-->,activation,hsa04659
92,79,85,PPrel,..>,indirect effect,hsa04659
93,235,89,PPrel,-->,activation,hsa04659
94,235,89,PPrel,..>,indirect effect,hsa04659
95,235,90,PPrel,-->,activation,hsa04659
96,235,90,PPrel,..>,indirect effect,hsa04659
97,235,91,PPrel,-->,activation,hsa04659
98,235,91,PPrel,..>,indirect effect,hsa04659
99,235,92,PPrel,-->,activation,hsa04659
100,235,92,PPrel,..>,indirect effect,hsa04659
101,205,234,PCrel,-->,activation,hsa04659
102,205,234,PCrel,..>,indirect effect,hsa04659
