,entry1,entry2,link,value,name,pathway
0,137,58,PPrel,-->,activation,hsa04064
1,294,178,PPrel,-->,activation,hsa04064
2,17,15,PPrel,-->,activation,hsa04064
3,15,295,PPrel,-->,activation,hsa04064
4,295,296,PPrel,-->,activation,hsa04064
5,18,16,PPrel,-->,activation,hsa04064
6,16,297,PPrel,-->,activation,hsa04064
7,297,296,PPrel,-->,activation,hsa04064
8,116,117,PPrel,-->,activation,hsa04064
9,117,296,PPrel,-->,activation,hsa04064
10,140,102,PPrel,-->,activation,hsa04064
11,102,298,PPrel,-->,activation,hsa04064
12,298,299,PPrel,-->,activation,hsa04064
13,299,296,PPrel,-->,activation,hsa04064
14,102,300,PPrel,-->,activation,hsa04064
15,300,301,PPrel,-->,activation,hsa04064
16,301,296,PPrel,-->,activation,hsa04064
17,54,55,PPrel,-->,activation,hsa04064
18,302,36,PPrel,-->,activation,hsa04064
19,100,99,PPrel,-->,activation,hsa04064
20,303,36,PPrel,-->,activation,hsa04064
21,304,33,PPrel,-->,activation,hsa04064
22,32,33,PPrel,-->,activation,hsa04064
23,305,233,PPrel,-->,activation,hsa04064
24,306,36,PPrel,-->,activation,hsa04064
25,52,53,PPrel,-->,activation,hsa04064
26,307,36,PPrel,-->,activation,hsa04064
27,308,8,GErel,-->,expression,hsa04064
28,43,207,GErel,-->,expression,hsa04064
29,308,209,GErel,-->,expression,hsa04064
30,308,6,GErel,-->,expression,hsa04064
31,308,7,GErel,-->,expression,hsa04064
32,308,210,GErel,-->,expression,hsa04064
33,308,94,GErel,-->,expression,hsa04064
34,308,208,GErel,-->,expression,hsa04064
35,308,264,GErel,-->,expression,hsa04064
36,308,95,GErel,-->,expression,hsa04064
37,308,234,GErel,-->,expression,hsa04064
38,308,236,GErel,-->,expression,hsa04064
39,308,93,GErel,-->,expression,hsa04064
40,308,92,GErel,-->,expression,hsa04064
41,308,235,GErel,-->,expression,hsa04064
42,308,237,GErel,-->,expression,hsa04064
43,308,239,GErel,-->,expression,hsa04064
44,308,238,GErel,-->,expression,hsa04064
45,309,169,GErel,-->,expression,hsa04064
46,309,170,GErel,-->,expression,hsa04064
47,310,173,GErel,-->,expression,hsa04064
48,310,174,GErel,-->,expression,hsa04064
49,311,96,GErel,-->,expression,hsa04064
50,311,241,GErel,-->,expression,hsa04064
51,311,240,GErel,-->,expression,hsa04064
52,311,97,GErel,-->,expression,hsa04064
53,311,242,GErel,-->,expression,hsa04064
54,311,243,GErel,-->,expression,hsa04064
55,55,88,PPrel,---,binding/association,hsa04064
56,55,302,PPrel,---,binding/association,hsa04064
57,99,303,PPrel,---,binding/association,hsa04064
58,33,305,PPrel,---,binding/association,hsa04064
59,33,306,PPrel,---,binding/association,hsa04064
60,53,307,PPrel,---,binding/association,hsa04064
61,213,13,PPrel,+u,ubiquitination,hsa04064
62,222,116,PPrel,+u,ubiquitination,hsa04064
63,211,70,PPrel,+u,ubiquitination,hsa04064
64,212,35,PPrel,+u,ubiquitination,hsa04064
65,212,78,PPrel,+u,ubiquitination,hsa04064
66,307,247,PPrel,-->,activation,hsa04064
67,247,312,PPrel,-->,activation,hsa04064
68,9,308,PPrel,-+-,dissociation,hsa04064
69,149,309,PPrel,-+-,dissociation,hsa04064
70,152,310,PPrel,-+-,dissociation,hsa04064
71,88,296,PPrel,-->,activation,hsa04064
72,303,296,PPrel,-->,activation,hsa04064
73,233,296,PPrel,-->,activation,hsa04064
74,57,188,PPrel,---,binding/association,hsa04064
75,272,273,PPrel,-->,activation,hsa04064
76,278,279,PPrel,-->,activation,hsa04064
77,273,274,PPrel,---,binding/association,hsa04064
78,274,275,PPrel,---,binding/association,hsa04064
79,279,313,PPrel,---,binding/association,hsa04064
80,287,314,PPrel,---,binding/association,hsa04064
81,286,287,PPrel,-->,activation,hsa04064
82,314,36,PPrel,-->,activation,hsa04064
83,313,296,PPrel,-->,activation,hsa04064
84,275,296,PPrel,-->,activation,hsa04064
85,293,275,PPrel,--|,inhibition,hsa04064
86,60,61,PPrel,-->,activation,hsa04064
87,60,61,PPrel,+p,phosphorylation,hsa04064
88,59,61,PPrel,-->,activation,hsa04064
89,59,61,PPrel,+p,phosphorylation,hsa04064
90,51,40,PPrel,-->,activation,hsa04064
91,51,40,PPrel,+p,phosphorylation,hsa04064
92,40,9,PPrel,-->,activation,hsa04064
93,40,9,PPrel,+p,phosphorylation,hsa04064
94,136,137,PPrel,-->,activation,hsa04064
95,136,137,PPrel,+p,phosphorylation,hsa04064
96,188,190,PPrel,-->,activation,hsa04064
97,188,190,PPrel,+p,phosphorylation,hsa04064
98,36,37,PPrel,-->,activation,hsa04064
99,36,37,PPrel,+p,phosphorylation,hsa04064
100,37,41,PPrel,-->,activation,hsa04064
101,37,41,PPrel,+p,phosphorylation,hsa04064
102,166,152,PPrel,-->,activation,hsa04064
103,166,152,PPrel,+p,phosphorylation,hsa04064
