,entry1,entry2,link,value,name,pathway
0,10,12,PCrel,-->,activation,hsa04071
1,12,11,PCrel,-->,activation,hsa04071
2,11,9,PPrel,-->,activation,hsa04071
3,45,154,PPrel,-->,activation,hsa04071
4,154,53,PPrel,-->,activation,hsa04071
5,53,54,PPrel,-->,activation,hsa04071
6,154,166,PPrel,-->,activation,hsa04071
7,166,167,PPrel,-->,activation,hsa04071
8,162,163,PPrel,-->,activation,hsa04071
9,163,158,PPrel,-->,activation,hsa04071
10,158,161,PCrel,-->,activation,hsa04071
11,161,160,PCrel,-->,activation,hsa04071
12,160,57,PPrel,-->,activation,hsa04071
13,174,156,PCrel,-->,activation,hsa04071
14,156,170,PPrel,-->,activation,hsa04071
15,170,171,PPrel,-->,activation,hsa04071
16,172,57,PPrel,-->,activation,hsa04071
17,196,57,PPrel,-->,activation,hsa04071
18,40,61,PCrel,-->,activation,hsa04071
19,82,140,PPrel,-->,activation,hsa04071
20,40,62,PCrel,-->,activation,hsa04071
21,62,79,PPrel,-->,activation,hsa04071
22,62,87,PPrel,-->,activation,hsa04071
23,40,63,PCrel,-->,activation,hsa04071
24,97,105,PPrel,-->,activation,hsa04071
25,40,64,PCrel,-->,activation,hsa04071
26,43,21,PCrel,-->,activation,hsa04071
27,43,22,PCrel,-->,activation,hsa04071
28,43,23,PCrel,-->,activation,hsa04071
29,43,24,PCrel,-->,activation,hsa04071
30,43,25,PCrel,-->,activation,hsa04071
31,21,26,PPrel,-->,activation,hsa04071
32,22,26,PPrel,-->,activation,hsa04071
33,22,27,PPrel,-->,activation,hsa04071
34,22,28,PPrel,-->,activation,hsa04071
35,23,26,PPrel,-->,activation,hsa04071
36,23,27,PPrel,-->,activation,hsa04071
37,23,28,PPrel,-->,activation,hsa04071
38,24,26,PPrel,-->,activation,hsa04071
39,24,28,PPrel,-->,activation,hsa04071
40,25,26,PPrel,-->,activation,hsa04071
41,25,28,PPrel,-->,activation,hsa04071
42,26,29,PPrel,-->,activation,hsa04071
43,29,8,PPrel,-->,activation,hsa04071
44,26,10,PPrel,-->,activation,hsa04071
45,126,194,PCrel,-->,activation,hsa04071
46,10,153,PPrel,-->,activation,hsa04071
47,26,30,PPrel,-->,activation,hsa04071
48,27,30,PPrel,-->,activation,hsa04071
49,30,144,PCrel,-->,activation,hsa04071
50,30,145,PCrel,-->,activation,hsa04071
51,145,20,PCrel,-->,activation,hsa04071
52,28,31,PPrel,-->,activation,hsa04071
53,31,32,PPrel,-->,activation,hsa04071
54,32,33,PPrel,-->,activation,hsa04071
55,32,150,PPrel,-->,activation,hsa04071
56,87,97,PPrel,--|,inhibition,hsa04071
57,63,97,PPrel,--|,inhibition,hsa04071
58,105,104,PPrel,---,binding/association,hsa04071
59,157,162,PPrel,---,binding/association,hsa04071
60,199,156,PPrel,-->,activation,hsa04071
61,8,7,PPrel,-->,activation,hsa04071
62,8,7,PPrel,+p,phosphorylation,hsa04071
63,7,6,PPrel,-->,activation,hsa04071
64,7,6,PPrel,+p,phosphorylation,hsa04071
65,171,172,PPrel,-->,activation,hsa04071
66,171,172,PPrel,..>,indirect effect,hsa04071
67,167,57,PPrel,-->,activation,hsa04071
68,167,57,PPrel,..>,indirect effect,hsa04071
69,61,82,PPrel,-->,activation,hsa04071
70,61,82,PPrel,..>,indirect effect,hsa04071
71,79,91,PPrel,-->,activation,hsa04071
72,79,91,PPrel,..>,indirect effect,hsa04071
73,87,91,PPrel,-->,activation,hsa04071
74,87,91,PPrel,..>,indirect effect,hsa04071
75,9,126,PPrel,-->,activation,hsa04071
76,9,126,PPrel,+p,phosphorylation,hsa04071
77,74,68,PCrel,-->,activation,hsa04071
78,74,68,PCrel,..>,indirect effect,hsa04071
79,64,97,PPrel,--|,inhibition,hsa04071
80,64,97,PPrel,-p,dephosphorylation,hsa04071
81,64,105,PPrel,--|,inhibition,hsa04071
82,64,105,PPrel,-p,dephosphorylation,hsa04071
