,entry1,entry2,link,value,name,pathway
0,51,48,PPrel,,,hsa04929
1,48,18,PPrel,,,hsa04929
2,18,19,PPrel,,,hsa04929
3,19,22,PCrel,,,hsa04929
4,22,28,PCrel,,,hsa04929
5,19,21,PCrel,,,hsa04929
6,21,25,PCrel,,,hsa04929
7,25,27,PCrel,,,hsa04929
8,27,28,PCrel,,,hsa04929
9,22,53,PCrel,,,hsa04929
10,36,53,PPrel,,,hsa04929
11,109,44,PPrel,,,hsa04929
12,38,155,PPrel,,,hsa04929
13,125,127,PCrel,,,hsa04929
14,125,126,PCrel,,,hsa04929
15,57,97,PCrel,,,hsa04929
16,28,38,PPrel,,,hsa04929
17,48,33,PPrel,,,hsa04929
18,40,87,PPrel,,,hsa04929
19,34,87,PPrel,,,hsa04929
20,155,39,PPrel,,,hsa04929
21,39,40,PPrel,,,hsa04929
22,33,34,PPrel,,,hsa04929
23,22,44,PCrel,,,hsa04929
24,28,139,PPrel,,,hsa04929
25,49,40,PPrel,,,hsa04929
26,48,49,PPrel,,,hsa04929
27,48,50,PPrel,,,hsa04929
28,50,40,PPrel,,,hsa04929
29,127,134,PPrel,,,hsa04929
30,127,135,PPrel,,,hsa04929
31,127,136,PPrel,,,hsa04929
32,97,51,PPrel,,,hsa04929
33,98,51,PPrel,,,hsa04929
34,87,84,PPrel,,,hsa04929
35,148,98,PCrel,,,hsa04929
36,57,98,PCrel,,,hsa04929
