,entry1,entry2,link,value,name,pathway
0,78,122,PPrel,---,binding/association,hsa04672
1,56,55,PPrel,---,binding/association,hsa04672
2,89,53,PPrel,---,binding/association,hsa04672
3,71,70,PPrel,---,binding/association,hsa04672
4,118,119,PPrel,-->,activation,hsa04672
5,57,124,PPrel,---,binding/association,hsa04672
6,175,177,PPrel,---,binding/association,hsa04672
7,49,50,PPrel,-->,activation,hsa04672
8,49,50,PPrel,---,binding/association,hsa04672
9,40,47,PPrel,-->,activation,hsa04672
10,40,47,PPrel,---,binding/association,hsa04672
11,40,48,PPrel,-->,activation,hsa04672
12,40,48,PPrel,---,binding/association,hsa04672
13,41,47,PPrel,-->,activation,hsa04672
14,41,47,PPrel,---,binding/association,hsa04672
15,41,48,PPrel,-->,activation,hsa04672
16,41,48,PPrel,---,binding/association,hsa04672
17,41,46,PPrel,-->,activation,hsa04672
18,41,46,PPrel,---,binding/association,hsa04672
19,40,60,PPrel,-->,activation,hsa04672
20,40,60,PPrel,---,binding/association,hsa04672
21,41,60,PPrel,-->,activation,hsa04672
22,41,60,PPrel,---,binding/association,hsa04672
23,42,43,PPrel,-->,activation,hsa04672
24,42,43,PPrel,---,binding/association,hsa04672
25,121,120,PPrel,-->,activation,hsa04672
26,121,120,PPrel,---,binding/association,hsa04672
27,58,61,PPrel,-->,activation,hsa04672
28,58,61,PPrel,---,binding/association,hsa04672
29,59,61,PPrel,-->,activation,hsa04672
30,59,61,PPrel,---,binding/association,hsa04672
