,entry1,entry2,link,value,name,pathway
0,801,147,PPrel,-->,activation,hsa05010
1,375,85,PCrel,-->,activation,hsa05010
2,85,86,PPrel,-->,activation,hsa05010
3,86,87,PPrel,-->,activation,hsa05010
4,87,88,PPrel,-->,activation,hsa05010
5,376,344,PCrel,-->,activation,hsa05010
6,344,343,PPrel,-->,activation,hsa05010
7,133,134,PPrel,-->,activation,hsa05010
8,35,32,PPrel,-->,activation,hsa05010
9,36,32,PPrel,-->,activation,hsa05010
10,32,34,PPrel,-->,activation,hsa05010
11,375,49,PCrel,-->,activation,hsa05010
12,49,50,PPrel,-->,activation,hsa05010
13,50,51,PPrel,-->,activation,hsa05010
14,51,52,PCrel,-->,activation,hsa05010
15,52,46,PCrel,-->,activation,hsa05010
16,48,45,PPrel,-->,activation,hsa05010
17,48,46,PPrel,-->,activation,hsa05010
18,118,240,PPrel,-->,activation,hsa05010
19,240,241,PPrel,-->,activation,hsa05010
20,119,365,PPrel,-->,activation,hsa05010
21,197,198,PPrel,-->,activation,hsa05010
22,107,109,PCrel,-->,activation,hsa05010
23,109,111,PCrel,-->,activation,hsa05010
24,59,247,PCrel,-->,activation,hsa05010
25,59,107,PCrel,-->,activation,hsa05010
26,247,163,PPrel,-->,activation,hsa05010
27,59,67,PCrel,-->,activation,hsa05010
28,67,68,PPrel,-->,activation,hsa05010
29,159,71,PPrel,-->,activation,hsa05010
30,160,71,PPrel,-->,activation,hsa05010
31,276,802,PPrel,-->,activation,hsa05010
32,802,271,PPrel,-->,activation,hsa05010
33,375,290,PCrel,-->,activation,hsa05010
34,306,290,PCrel,-->,activation,hsa05010
35,290,292,PPrel,-->,activation,hsa05010
36,290,291,PPrel,-->,activation,hsa05010
37,291,335,PPrel,-->,activation,hsa05010
38,292,305,PCrel,-->,activation,hsa05010
39,305,293,PCrel,-->,activation,hsa05010
40,21,310,PPrel,-->,activation,hsa05010
41,312,313,PPrel,-->,activation,hsa05010
42,317,315,PPrel,-->,activation,hsa05010
43,315,318,PCrel,-->,activation,hsa05010
44,318,314,PCrel,-->,activation,hsa05010
45,803,203,PCrel,-->,activation,hsa05010
46,203,215,PCrel,-->,activation,hsa05010
47,26,157,PPrel,---,binding/association,hsa05010
48,26,143,PPrel,---,binding/association,hsa05010
49,119,197,PPrel,---,binding/association,hsa05010
50,214,215,PPrel,---,binding/association,hsa05010
51,26,154,PPrel,--|,inhibition,hsa05010
52,186,15,PPrel,--|,inhibition,hsa05010
53,191,40,PPrel,--|,inhibition,hsa05010
54,376,44,PCrel,--|,inhibition,hsa05010
55,376,61,PCrel,--|,inhibition,hsa05010
56,48,118,PPrel,--|,inhibition,hsa05010
57,48,119,PPrel,--|,inhibition,hsa05010
58,59,133,PCrel,-->,activation,hsa05010
59,96,34,PPrel,-->,activation,hsa05010
60,33,34,PPrel,-->,activation,hsa05010
61,375,57,PCrel,-->,activation,hsa05010
62,375,58,PCrel,-->,activation,hsa05010
63,375,348,PCrel,-->,activation,hsa05010
64,87,34,PPrel,-->,activation,hsa05010
65,120,372,GErel,-->,expression,hsa05010
66,120,373,GErel,-->,expression,hsa05010
67,241,374,GErel,-->,expression,hsa05010
68,293,297,GErel,-->,expression,hsa05010
69,293,298,GErel,-->,expression,hsa05010
70,293,294,GErel,-->,expression,hsa05010
