,entry1,entry2,link,value,name,pathway
0,39,109,PCrel,---,binding/association,hsa03015
1,35,38,PCrel,---,binding/association,hsa03015
2,176,127,PCrel,---,binding/association,hsa03015
3,170,171,PCrel,---,binding/association,hsa03015
4,83,87,PCrel,---,binding/association,hsa03015
5,86,85,PCrel,---,binding/association,hsa03015
6,96,201,PCrel,---,binding/association,hsa03015
7,72,202,PCrel,---,binding/association,hsa03015
8,39,62,PCrel,---,binding/association,hsa03015
9,73,127,PCrel,---,binding/association,hsa03015
10,202,73,PCrel,---,binding/association,hsa03015
11,67,66,PCrel,---,binding/association,hsa03015
12,67,62,PCrel,---,binding/association,hsa03015
13,66,62,PCrel,---,binding/association,hsa03015
14,68,62,PCrel,---,binding/association,hsa03015
15,65,145,PCrel,---,binding/association,hsa03015
16,65,67,PCrel,---,binding/association,hsa03015
17,145,66,PCrel,---,binding/association,hsa03015
18,145,68,PCrel,---,binding/association,hsa03015
19,203,204,PPrel,---,binding/association,hsa03015
20,65,62,PPrel,-->,activation,hsa03015
21,65,62,PPrel,+p,phosphorylation,hsa03015
22,65,62,PPrel,---,binding/association,hsa03015
