,entry1,entry2,link,value,name,pathway
0,211,80,PPrel,---,binding/association,hsa04141
1,211,212,PPrel,---,binding/association,hsa04141
2,34,28,PPrel,-->,activation,hsa04141
3,136,208,PPrel,-->,activation,hsa04141
4,208,29,PPrel,-->,activation,hsa04141
5,28,29,PPrel,-->,activation,hsa04141
6,134,29,PPrel,-->,activation,hsa04141
7,135,31,PPrel,-->,activation,hsa04141
8,31,32,PPrel,-->,activation,hsa04141
9,32,33,PPrel,-->,activation,hsa04141
10,33,30,PPrel,-->,activation,hsa04141
11,58,57,PPrel,-->,activation,hsa04141
12,135,148,PPrel,-->,activation,hsa04141
13,148,29,PPrel,-->,activation,hsa04141
14,28,37,PPrel,-->,activation,hsa04141
15,29,218,PPrel,--|,inhibition,hsa04141
16,221,130,PPrel,--|,inhibition,hsa04141
17,91,187,PPrel,-->,activation,hsa04141
18,90,63,PPrel,---,binding/association,hsa04141
19,213,212,PPrel,-->,activation,hsa04141
20,195,189,PPrel,--|,inhibition,hsa04141
21,195,63,PPrel,---,binding/association,hsa04141
22,159,134,PPrel,--|,inhibition,hsa04141
23,90,89,PPrel,---,binding/association,hsa04141
24,195,90,PPrel,--|,inhibition,hsa04141
25,130,58,PPrel,-->,activation,hsa04141
26,189,63,PPrel,---,binding/association,hsa04141
27,136,34,PPrel,-->,activation,hsa04141
28,136,34,PPrel,+p,phosphorylation,hsa04141
29,37,34,PPrel,--|,inhibition,hsa04141
30,37,34,PPrel,-p,dephosphorylation,hsa04141
