,entry1,entry2,link,value,name,pathway
0,90,149,PPrel,+u,ubiquitination,hsa04144
1,356,148,PPrel,+p,phosphorylation,hsa04144
2,357,149,PPrel,---,binding/association,hsa04144
3,358,149,PPrel,---,binding/association,hsa04144
4,359,91,PPrel,---,binding/association,hsa04144
5,181,178,PPrel,---,binding/association,hsa04144
6,178,193,PPrel,---,binding/association,hsa04144
7,176,181,PPrel,---,binding/association,hsa04144
8,181,189,PPrel,---,binding/association,hsa04144
9,189,155,PPrel,---,binding/association,hsa04144
10,155,130,PPrel,---,binding/association,hsa04144
11,95,109,PPrel,---,binding/association,hsa04144
12,106,109,PPrel,---,binding/association,hsa04144
13,33,32,PPrel,---,binding/association,hsa04144
14,111,112,PPrel,---,binding/association,hsa04144
15,107,360,PPrel,---,binding/association,hsa04144
16,115,111,PPrel,---,binding/association,hsa04144
17,107,108,PPrel,---,binding/association,hsa04144
18,290,106,PPrel,---,binding/association,hsa04144
19,215,227,PPrel,+p,phosphorylation,hsa04144
20,361,180,PPrel,---,binding/association,hsa04144
21,256,235,PPrel,+p,phosphorylation,hsa04144
22,243,242,PPrel,---,binding/association,hsa04144
23,194,181,PPrel,---,binding/association,hsa04144
