0
hsa:441531
hsa:5160
cpd:C16255
hsa:1737
cpd:C15972
hsa:1738
cpd:C15973
hsa:217
cpd:C00084
hsa:124
hsa:218
hsa:160287
cpd:C00022
cpd:C00024
path:hsa00020
cpd:C00186
path:hsa00640
cpd:C00036
hsa:55902
cpd:C00033
cpd:C00068
cpd:C05125
hsa:5091
path:hsa00061
path:hsa00062
path:hsa00280
path:hsa00071
hsa:1431
hsa:47
path:hsa00630
path:hsa00250
hsa:4190
cpd:C00149
hsa:2271
cpd:C00122
path:hsa00350
path:hsa00220
hsa:6389
cpd:C00042
hsa:8801
cpd:C00091
hsa:1743
cpd:C16254
hsa:4967
cpd:C00026
path:hsa00470
hsa:3419
hsa:3417
hsa:48
cpd:C00311
cpd:C00158
cpd:C05381
cpd:C05379
cpd:C00417
cpd:C00119
path:hsa00230
path:hsa00340
path:hsa00240
path:hsa00750
cpd:C00672
cpd:C01068
cpd:C00789
hsa:2720
hsa:2683
hsa:2194
cpd:C00083
hsa:27349
hsa:54995
cpd:C05745
cpd:C01209
cpd:C05746
cpd:C05749
cpd:C05750
cpd:C05753
hsa:55301
cpd:C05752
cpd:C05755
cpd:C05756
cpd:C05223
cpd:C05759
cpd:C05761
cpd:C05762
cpd:C05764
path:hsa00620
path:hsa00410
cpd:C03939
cpd:C05744
path:hsa00785
hsa:2180
cpd:C00249
cpd:C00154
path:hsa00561
hsa:197322
hsa:109703458
cpd:C04618
cpd:C04246
hsa:51102
cpd:C05747
cpd:C05748
cpd:C04620
cpd:C05751
cpd:C04619
cpd:C05754
cpd:C05757
cpd:C05758
cpd:C04688
cpd:C05760
cpd:C04633
cpd:C05763
cpd:C00638
hsa:84869
hsa:7923
cpd:C01271
cpd:C00693
cpd:C06424
cpd:C02679
cpd:C01571
cpd:C06423
cpd:C16219
cpd:C00229
cpd:C00383
cpd:C00173
cpd:C00685
cpd:C02843
hsa:3033
cpd:C05269
hsa:10449
hsa:3030
hsa:1892
cpd:C05268
cpd:C05271
cpd:C05270
cpd:C05267
cpd:C05266
cpd:C05276
cpd:C01944
cpd:C05265
cpd:C05264
cpd:C05275
cpd:C05274
cpd:C05263
cpd:C05262
cpd:C03221
cpd:C01832
cpd:C05261
cpd:C05260
cpd:C05273
cpd:C02593
cpd:C05259
cpd:C05258
cpd:C05272
hsa:5538
cpd:C00264
cpd:C00640
cpd:C00658
cpd:C00040
hsa:51144
cpd:C20878
hsa:201562
cpd:C20879
hsa:9524
path:map00073
hsa:10965
cpd:C20877
hsa:54898
cpd:C00136
cpd:C20876
hsa:38
cpd:C00332
hsa:1962
cpd:C01144
hsa:35
cpd:C00877
hsa:34
hsa:2639
hsa:33
hsa:1376
cpd:C00162
hsa:113612
cpd:C00071
hsa:51
hsa:37
