0
hsa:130589
cpd:C00267
hsa:3098
hsa:2645
hsa:2538
cpd:C00221
hsa:2821
cpd:C01172
cpd:C00668
hsa:5236
hsa:2203
cpd:C05345
hsa:5211
hsa:226
cpd:C05378
hsa:7167
cpd:C00111
hsa:2597
cpd:C00236
hsa:5230
cpd:C00197
hsa:2023
cpd:C00631
hsa:10327
hsa:5313
cpd:C00074
cpd:C00103
path:hsa00500
path:hsa00030
hsa:669
hsa:5105
cpd:C00118
cpd:C01159
hsa:83440
hsa:9562
path:map00710
cpd:C00469
path:hsa00010
path:hsa00053
path:hsa00190
hsa:414328
cpd:C00257
hsa:9104
hsa:5226
cpd:C00345
hsa:25796
cpd:C01236
hsa:2539
hsa:6120
cpd:C00199
hsa:22934
hsa:7086
cpd:C00117
hsa:64080
hsa:55276
hsa:221823
cpd:C05382
hsa:6888
cpd:C00279
hsa:51071
cpd:C00673
hsa:132158
cpd:C00231
hsa:9563
path:hsa00040
cpd:C01801
cpd:C00620
cpd:C00121
cpd:C00198
cpd:C00258
hsa:2990
cpd:C03033
hsa:10720
cpd:C00167
hsa:7358
hsa:7360
cpd:C00029
hsa:9942
hsa:51181
cpd:C00379
hsa:231
hsa:55277
cpd:C00191
path:hsa00562
path:hsa00052
cpd:C00259
cpd:C00181
hsa:51084
cpd:C00800
path:hsa00520
hsa:27294
hsa:6652
cpd:C00309
cpd:C00310
cpd:C00532
cpd:C00312
cpd:C00618
cpd:C02266
cpd:C00794
cpd:C00095
hsa:3795
hsa:5207
hsa:4351
cpd:C00275
hsa:5372
cpd:C00636
hsa:29925
hsa:2762
cpd:C00096
hsa:7264
cpd:C01222
hsa:8790
cpd:C00325
cpd:C02985
hsa:197258
cpd:C00577
hsa:26007
cpd:C01094
path:hsa00510
cpd:C00159
cpd:C01019
cpd:C00665
hsa:2717
cpd:C00124
hsa:3938
hsa:2582
hsa:2592
cpd:C00052
cpd:C00492
path:hsa00051
cpd:C00243
cpd:C00089
hsa:2548
hsa:6476
cpd:C00446
hsa:2584
cpd:C00984
cpd:C00031
cpd:C01613
cpd:C05404
cpd:C05402
cpd:C01697
cpd:C05401
cpd:C00116
cpd:C05400
cpd:C05399
cpd:C01235
cpd:C00137
hsa:55586
cpd:C01040
hsa:31
path:hsa00564
hsa:1595
cpd:C11508
hsa:7108
cpd:C15776
hsa:10682
hsa:6309
cpd:C15783
hsa:1717
hsa:1718
cpd:C08821
cpd:C15780
cpd:C15781
hsa:4047
cpd:C01724
hsa:3930
cpd:C11455
cpd:C05108
hsa:6307
hsa:50814
cpd:C15808
cpd:C15816
hsa:51478
cpd:C05437
cpd:C05439
cpd:C03845
cpd:C01189
cpd:C01164
cpd:C01789
path:map00905
cpd:C00187
hsa:6646
path:hsa00120
path:hsa00140
path:map00984
path:hsa00900
cpd:C00448
hsa:2222
cpd:C00751
hsa:6713
cpd:C01054
cpd:C05103
cpd:C22112
cpd:C22136
cpd:C15782
cpd:C15777
cpd:C01802
cpd:C05107
cpd:C15915
cpd:C01753
cpd:C01943
cpd:C11522
cpd:C05109
cpd:C02530
cpd:C03428
cpd:C21106
hsa:9023
cpd:C15519
hsa:9420
hsa:10858
cpd:C13550
hsa:51302
hsa:1593
cpd:C15610
hsa:1581
path:hsa00100
cpd:C06341
hsa:80270
cpd:C03594
cpd:C05455
hsa:1582
hsa:6718
cpd:C05453
hsa:1109
cpd:C05454
cpd:C04722
hsa:10998
cpd:C15613
hsa:23600
cpd:C17343
hsa:8309
cpd:C05460
hsa:3295
hsa:6342
cpd:C01794
hsa:570
cpd:C17339
cpd:C05451
cpd:C05452
cpd:C04554
cpd:C17345
cpd:C17346
cpd:C05447
cpd:C05337
cpd:C05467
cpd:C05449
cpd:C15520
cpd:C17335
hsa:10005
cpd:C05448
cpd:C15614
cpd:C15518
cpd:C05465
path:map00121
cpd:C05466
cpd:C05122
cpd:C01921
cpd:C05446
cpd:C02528
cpd:C00245
cpd:C01301
cpd:C17337
cpd:C17336
cpd:C17332
cpd:C00695
cpd:C05444
cpd:C05445
cpd:C17333
cpd:C17331
hsa:84274
cpd:C19859
hsa:10229
hsa:51805
cpd:C00390
cpd:C05847
hsa:27235
cpd:C21860
cpd:C05848
hsa:51004
cpd:C17554
cpd:C00156
cpd:C17559
cpd:C19858
hsa:412
hsa:6820
hsa:1583
cpd:C05500
hsa:1586
cpd:C05499
hsa:1589
cpd:C01953
hsa:3283
cpd:C05485
hsa:6715
cpd:C18040
hsa:1646
hsa:1585
cpd:C01780
cpd:C05473
hsa:1584
cpd:C02140
hsa:3291
hsa:3290
cpd:C05476
cpd:C05478
cpd:C00410
hsa:1645
cpd:C05498
cpd:C05479
cpd:C03681
cpd:C13712
cpd:C18041
cpd:C05138
cpd:C01176
cpd:C05497
cpd:C05487
cpd:C05488
cpd:C00735
cpd:C05471
cpd:C00762
cpd:C05469
cpd:C05489
cpd:C01227
hsa:8644
hsa:100861540
cpd:C05139
cpd:C00280
hsa:1588
hsa:3293
hsa:3294
cpd:C00535
cpd:C04295
cpd:C05284
cpd:C03772
cpd:C04373
cpd:C00674
